武器,聖遺物セット,聖遺物メイン,バフキャラ,通常期待値,スキル期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
有楽御簾切(効果二倍),劇団4(表),防御%、防御%、会心率,ゴロー+鍾離,28379.94,41712.11,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(表),防御%、防御%、会心ダメージ,ゴロー+鍾離,28379.94,41712.11,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切,劇団4(控え),防御%、元素バフ、会心率,ゴロー+鍾離,28405.69,41517.16,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,劇団4(控え),防御%、元素バフ、会心ダメージ,ゴロー+鍾離,28405.69,41517.16,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
シナバースピンドル(完凸),劇団4(控え),防御%、元素バフ、防御%,ゴロー+鍾離,20845.1,41420.63,1088,16218,0.816,2.113032,0,0.75:1.49,2.00,a,0.504,0,0,0
有楽御簾切,華館4,防御%、元素バフ、会心率,ゴロー+鍾離,37230.65,41412.3,1176,16218,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,37230.65,41412.3,1176,16218,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),花海4,防御%、元素バフ、会心率,ゴロー+鍾離,30705.74,41369.2,1176,18505.6,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),花海4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,30705.74,41369.2,1176,18505.6,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(表),防御%、元素バフ、防御%,ゴロー+鍾離,29849.42,41311.17,1176,16218,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
狼牙(完凸),劇団4(控え),防御%、防御%、会心率,ゴロー+鍾離,19563.51,41250,1144,16218,0.35,3.478,0,1.00:2.48,2.48,a,0.01099998,0,0,0
狼牙(完凸),劇団4(控え),防御%、防御%、会心ダメージ,ゴロー+鍾離,19563.51,41250,1144,16218,0.35,3.478,0,1.00:2.48,2.48,a,0.322,0,0,0
有楽御簾切(効果二倍),劇団4(表),防御%、防御%、防御%,ゴロー+鍾離,26933.41,40860.7,1176,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
狼牙(完凸),劇団4(控え),防御%、防御%、防御%,ゴロー+鍾離,18474.55,40843.13,1144,16218,0.35,2.858592,0,0.96:1.93,2.00,a,0.286,0,0,0
シナバースピンドル(完凸),華館4,防御%、元素バフ、会心率,ゴロー+鍾離,29023.63,40734.57,1088,16218,1.056,2.625404,0,0.90:1.80,2.00,a,0.3485,0,0,0
シナバースピンドル(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,29023.63,40734.57,1088,16218,1.056,2.625404,0,0.90:1.80,2.00,a,0.6595,0,0,0
有楽御簾切,華館4,防御%、元素バフ、防御%,ゴロー+鍾離,35387.24,40660.2,1176,16218,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(表),防御%、元素バフ、会心率,ゴロー+鍾離,30705.74,40629.41,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(表),防御%、元素バフ、会心ダメージ,ゴロー+鍾離,30705.74,40629.41,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
狼牙(完凸),劇団4(控え),防御%、元素バフ、防御%,ゴロー+鍾離,21357.5,40432.21,1144,16218,0.816,2.858592,0,0.96:1.93,2.00,a,0.286,0,0,0
静水流転の輝き,劇団4(控え),防御%、防御%、会心率,ゴロー+鍾離,21729.12,40001.05,1176,19420.64,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
静水流転の輝き,劇団4(控え),防御%、防御%、会心ダメージ,ゴロー+鍾離,21729.12,40001.05,1176,19420.64,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
狼牙(完凸),華館4,防御%、元素バフ、会心率,ゴロー+鍾離,29434.97,39888.59,1144,16218,1.056,3.478,0,1.00:2.48,2.48,a,0.01099998,0,0,0
狼牙(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,29434.97,39888.58,1144,16218,1.056,3.478,0,1.00:2.48,2.48,a,0.322,0,0,0
静水流転の輝き,劇団4(控え),防御%、防御%、防御%,ゴロー+鍾離,20775.26,39626.3,1176,19420.64,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
狼牙(完凸),華館4,防御%、元素バフ、防御%,ゴロー+鍾離,27844.27,39598,1144,16218,1.056,2.858592,0,0.96:1.93,2.00,a,0.286,0,0,0
シナバースピンドル(完凸),劇団4(控え),防御%、防御%、防御%,ゴロー+鍾離,17637.68,39483.77,1088,16218,0.35,2.113032,0,0.75:1.49,2.00,a,0.504,0,0,0
静水流転の輝き,劇団4(控え),防御%、元素バフ、防御%,ゴロー+鍾離,24036.1,39444.18,1176,19420.64,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切,華館4,防御%、防御%、会心率,ゴロー+鍾離,33984.06,39410.23,1176,16218,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,華館4,防御%、防御%、会心ダメージ,ゴロー+鍾離,33984.06,39410.23,1176,16218,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
狼牙(完凸),劇団4(控え),防御%、元素バフ、会心率,ゴロー+鍾離,22011.03,39124.22,1144,16218,0.816,3.478,0,1.00:2.48,2.48,a,0.01099998,0,0,0
狼牙(完凸),劇団4(控え),防御%、元素バフ、会心ダメージ,ゴロー+鍾離,22011.03,39124.21,1144,16218,0.816,3.478,0,1.00:2.48,2.48,a,0.322,0,0,0
有楽御簾切(効果二倍),劇団4(控え),攻撃%、防御%、防御%,ゴロー+鍾離,24891.61,38813.85,1579.09,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、攻撃%、防御%,ゴロー+鍾離,24891.61,38813.85,1579.09,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、防御%、攻撃%,ゴロー+鍾離,24891.61,38813.85,1579.09,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、防御%、HP%,ゴロー+鍾離,23337.33,38813.85,1176,21548.11,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、防御%、元素熟知,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,187,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、防御%、治癒効果,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、HP%、防御%,ゴロー+鍾離,23337.33,38813.85,1176,21548.11,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、元素熟知、防御%,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,187,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、物理バフ、防御%,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),HP%、防御%、防御%,ゴロー+鍾離,23337.33,38813.85,1176,21548.11,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元素熟知、防御%、防御%,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,187,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元チャ、防御%、防御%,ゴロー+鍾離,23337.33,38813.85,1176,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
シナバースピンドル(完凸),花海4,防御%、元素バフ、会心率,ゴロー+鍾離,22320.27,38796.81,1088,18505.6,0.816,2.625404,0,0.90:1.80,2.00,a,0.3485,0,0,0
シナバースピンドル(完凸),花海4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,22320.27,38796.81,1088,18505.6,0.816,2.625404,0,0.90:1.80,2.00,a,0.6595,0,0,0
狼牙(完凸),華館4,防御%、防御%、会心率,ゴロー+鍾離,26533.12,38729.12,1144,16218,0.59,3.478,0,1.00:2.48,2.48,a,0.01099998,0,0,0
狼牙(完凸),華館4,防御%、防御%、会心ダメージ,ゴロー+鍾離,26533.12,38729.12,1144,16218,0.59,3.478,0,1.00:2.48,2.48,a,0.322,0,0,0
静水流転の輝き,華館4,防御%、元素バフ、会心率,ゴロー+鍾離,32695.55,38656.36,1176,19420.64,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
静水流転の輝き,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,32695.55,38656.36,1176,19420.64,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切,花海4,防御%、元素バフ、防御%,ゴロー+鍾離,27613.51,38452.79,1176,18505.6,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
静水流転の輝き,華館4,防御%、元素バフ、防御%,ゴロー+鍾離,31313.41,38393.95,1176,19420.64,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),劇団+千岩,防御%、元素バフ、防御%,ゴロー+鍾離,29849.42,38302.35,1176,18505.6,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
シナバースピンドル(完凸),華館4,防御%、元素バフ、防御%,ゴロー+鍾離,26620.96,38253.16,1088,16218,1.056,2.113032,0,0.75:1.49,2.00,a,0.504,0,0,0
有楽御簾切,花海4,防御%、防御%、会心率,ゴロー+鍾離,25660.9,38236.1,1176,18505.6,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,花海4,防御%、防御%、会心ダメージ,ゴロー+鍾離,25660.9,38236.1,1176,18505.6,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),攻撃%、防御%、会心率,ゴロー+鍾離,25896.96,38173.3,1579.09,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),攻撃%、防御%、会心ダメージ,ゴロー+鍾離,25896.96,38173.3,1579.09,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、攻撃%、会心率,ゴロー+鍾離,25896.96,38173.3,1579.09,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、攻撃%、会心ダメージ,ゴロー+鍾離,25896.96,38173.3,1579.09,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、HP%、会心率,ゴロー+鍾離,24006.83,38173.3,1176,21548.11,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、HP%、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,21548.11,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、元素熟知、会心率,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,187,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、元素熟知、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,187,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、物理バフ、会心率,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),防御%、物理バフ、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),HP%、防御%、会心率,ゴロー+鍾離,24006.83,38173.3,1176,21548.11,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),HP%、防御%、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,21548.11,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元素熟知、防御%、会心率,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,187,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元素熟知、防御%、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,187,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元チャ、防御%、会心率,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団4(控え),元チャ、防御%、会心ダメージ,ゴロー+鍾離,24006.83,38173.3,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
静水流転の輝き,劇団4(控え),防御%、元素バフ、会心率,ゴロー+鍾離,24474.27,38149.07,1176,19420.64,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
静水流転の輝き,劇団4(控え),防御%、元素バフ、会心ダメージ,ゴロー+鍾離,24474.27,38149.07,1176,19420.64,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),劇団+千岩,防御%、防御%、会心率,ゴロー+鍾離,28379.94,38053.15,1176,18505.6,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),劇団+千岩,防御%、防御%、会心ダメージ,ゴロー+鍾離,28379.94,38053.15,1176,18505.6,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
