武器,聖遺物セット,聖遺物メイン,バフキャラ,通常期待値,スキル期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
磐岩結緑,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,150219.9,34615.63,1176,18505.6,1.056,3.488,0,1.00:2.49,2.49,a,0.317,0,0,0
磐岩結緑(完凸),華館4,防御%、元素バフ、会心率,ゴロー+鍾離,150219.9,34615.63,1176,20793.2,1.056,3.488,0,1.00:2.49,2.49,a,0.005999982,0,0,0
磐岩結緑(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,150219.9,34615.63,1176,20793.2,1.056,3.488,0,1.00:2.49,2.49,a,0.317,0,0,0
静水流転の輝き,華館4,防御%、元素バフ、会心率,ゴロー+鍾離,150219.9,38656.36,1176,19420.64,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
静水流転の輝き,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,150219.9,38656.36,1176,19420.64,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切,砂上4,防御%、防御%、会心率,ゴロー+鍾離,149976.1,29088.71,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,砂上4,防御%、防御%、会心ダメージ,ゴロー+鍾離,149976.1,29088.71,1176,16218,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
萃光の裁葉,華館4,防御%、元素バフ、防御%,ゴロー+鍾離,149632.2,35317.04,1176,16218,1.056,2.946365,0,0.99:1.97,2.00,a,0.7045,0,0,0
有楽御簾切(効果二倍),悠久4,防御%、元素バフ、会心率,ゴロー+鍾離,149569.3,36190.65,1176,16218,0.966,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),悠久4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,149569.3,36190.65,1176,16218,0.966,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切,華館4,防御%、防御%、防御%,ゴロー+鍾離,149290.7,37673.07,1176,16218,0.59,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切,沈淪4,防御%、元素バフ、会心率,ゴロー+鍾離,148915,30420.27,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切,沈淪4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,148915,30420.27,1176,16218,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),しめ縄4,攻撃%、防御%、防御%,ゴロー+鍾離,148647.4,27530.75,1734.79,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),しめ縄4,防御%、攻撃%、防御%,ゴロー+鍾離,148647.4,27530.75,1734.79,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),しめ縄4,防御%、防御%、攻撃%,ゴロー+鍾離,148647.4,27530.75,1734.79,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),沈淪4,防御%、防御%、防御%,ゴロー+鍾離,148412.6,32796.09,1176,16218,0.35,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
有楽御簾切(効果二倍),華館4,防御%、HP%、会心率,ゴロー+鍾離,148131.6,37336,1176,21548.11,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),華館4,防御%、HP%、会心ダメージ,ゴロー+鍾離,148131.6,37336,1176,21548.11,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),華館4,防御%、元素熟知、会心率,ゴロー+鍾離,148131.6,37336,1176,16218,0.59,3.488,187,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),華館4,防御%、元素熟知、会心ダメージ,ゴロー+鍾離,148131.6,37336,1176,16218,0.59,3.488,187,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),華館4,防御%、物理バフ、会心率,ゴロー+鍾離,148131.6,37336,1176,16218,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),華館4,防御%、物理バフ、会心ダメージ,ゴロー+鍾離,148131.6,37336,1176,16218,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
有楽御簾切(効果二倍),華館4,HP%、防御%、会心率,ゴロー+鍾離,148131.6,37336,1176,21548.11,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
有楽御簾切(効果二倍),華館4,HP%、防御%、会心ダメージ,ゴロー+鍾離,148131.6,37336,1176,21548.11,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
