武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、防御%,ゴロー+鍾離+雲菫,122502.7,4637.695,4792.071,0.816,2.5147,0,0.85:1.78,2.10,a,0.8,0,0,0
赤角石塵滅砕,砂上4,攻撃%、元素バフ、防御%,ゴロー+鍾離+雲菫,122264.4,4146.763,4792.071,0.816,2.5147,0,0.85:1.78,2.10,a,0.8,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、攻撃%,ゴロー+鍾離+雲菫,122264.4,4146.763,4792.071,0.816,2.5147,0,0.85:1.78,2.10,a,0.8,0,0,0
赤角石塵滅砕,剣闘士4,HP%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,121942.2,3387.461,4797.696,0.816,3.0434,0,0.85:2.40,2.83,a,0.8,0,0,0
赤角石塵滅砕,剣闘士4,元素熟知、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,121942.2,3387.461,4792.071,0.816,3.0434,187,0.85:2.40,2.83,a,0.8,0,0,0
赤角石塵滅砕,剣闘士4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,121942.2,3387.461,4792.071,0.816,3.0434,0,0.85:2.40,2.83,a,0.8,0,0,0
螭龍の剣(完凸),辰砂4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,121680.4,3971.855,4792.071,1.316,2.780385,0,0.94:1.89,2.00,a,0.3065,0,0,0
螭龍の剣(完凸),辰砂4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,121680.4,3971.855,4792.071,1.316,2.780385,0,0.94:1.89,2.00,a,0.6175,0,0,0
赤角石塵滅砕,沈淪4,防御%、防御%、会心率,ゴロー+鍾離+雲菫,121526.5,4354.849,4792.071,0.35,3.104,0,1.00:2.10,2.10,a,0.639,0,0,0
赤角石塵滅砕,辰砂4,攻撃%、元素バフ、会心率,ゴロー+鍾離+雲菫,121293.2,4080.879,4792.071,0.816,3.104,0,1.00:2.10,2.10,a,0.639,0,0,0
赤角石塵滅砕,しめ縄+剣闘士,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,121226.8,4069.065,4792.071,0.816,3.0434,0,0.85:2.40,2.83,a,0.8,0,0,0
赤角石塵滅砕,砂上4,攻撃%、防御%、会心率,ゴロー+鍾離+雲菫,121192.1,4146.763,4792.071,0.35,3.104,0,1.00:2.10,2.10,a,0.639,0,0,0
赤角石塵滅砕,砂上4,防御%、攻撃%、会心率,ゴロー+鍾離+雲菫,121192.1,4146.763,4792.071,0.35,3.104,0,1.00:2.10,2.10,a,0.639,0,0,0
