武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤角石塵滅砕,残響4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,349538.1,4152.937,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,349538.1,4152.937,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心率,ゴロー+鍾離+雲菫,348550.5,3785.144,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,348550.5,3785.144,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心率,ゴロー+鍾離+雲菫,348517.7,3416.579,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,348517.7,3416.579,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,345873.7,4521.502,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,345873.7,4521.502,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、防御%、防御%,ゴロー+フリーナ+閑雲,345760.2,4561.873,17638,1,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、会心率,ゴロー+鍾離,343716.6,3605.581,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,343716.6,3605.581,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),華館4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,342802.6,3679.265,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,342802.6,3679.265,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,342409.2,3278.159,17638,1.466,3.808,0,1.00:2.81,2.81,a,0.08700001,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,342409.2,3278.159,17638,1.466,3.808,0,1.00:2.81,2.81,a,0.398,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心率,ゴロー+鍾離,342246.5,3974.146,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離,342246.5,3974.146,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、元素バフ、防御%,ゴロー+フリーナ+閑雲,340056.4,3825.515,17638,1.466,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、元素バフ、攻撃%,ゴロー+フリーナ+閑雲,340056.4,3825.515,17638,1.466,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
螭龍の剣(完凸),残響4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,339171.6,3304.94,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,339171.6,3304.94,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、防御%,ゴロー+フリーナ+閑雲,338489.8,4521.502,17638,1.706,2.501644,0,0.87:1.73,2.00,a,0.6245,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,338348.6,3748.819,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,338348.6,3748.819,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,338348.6,3748.819,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,338348.6,3748.819,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,336973.9,3785.144,17638,1.706,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,336973.9,3785.144,17638,1.706,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、防御%,ゴロー+フリーナ+閑雲,335949.5,4152.937,17638,1.966,2.501644,0,0.87:1.73,2.00,a,0.6245,0,0,0
赤角石塵滅砕,沈淪4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,335922.9,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,沈淪4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,335922.9,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、防御%,ゴロー+鍾離+雲菫,334789.3,4014.517,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、防御%,ゴロー+鍾離+雲菫,334488.9,3963.935,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、攻撃%,ゴロー+鍾離+雲菫,334488.9,3963.935,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、防御%、会心率,ゴロー+フリーナ+閑雲,334043.4,3825.515,17638,1,3.808,0,1.00:2.81,2.81,a,0.08700001,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,334043.4,3825.515,17638,1,3.808,0,1.00:2.81,2.81,a,0.398,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、攻撃%、会心率,ゴロー+フリーナ+閑雲,334043.4,3825.515,17638,1,3.808,0,1.00:2.81,2.81,a,0.08700001,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,334043.4,3825.515,17638,1,3.808,0,1.00:2.81,2.81,a,0.398,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,332947,3467.161,17638,1.466,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,332947,3467.161,17638,1.466,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心率,ゴロー+鍾離+雲菫,332689.9,4521.502,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心ダメージ,ゴロー+鍾離+雲菫,332689.9,4521.502,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,330625.5,3748.819,17638,1.616,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,330625.5,3748.819,17638,1.616,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,330625.5,3748.819,17638,1.466,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,330625.5,3748.819,17638,1.466,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、防御%,ゴロー+鍾離,329412.9,4152.937,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、防御%,ゴロー+鍾離+雲菫,329265.6,4332.5,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、攻撃%,ゴロー+鍾離+雲菫,329265.6,4332.5,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心率,ゴロー+鍾離+雲菫,328935.4,3852.296,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心ダメージ,ゴロー+鍾離+雲菫,328935.4,3852.296,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,327372.2,3719.636,17638,1.5,3.478,0,1.00:2.48,2.48,a,0.122,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心率,ゴロー+鍾離+雲菫,327077.3,3963.935,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心ダメージ,ゴロー+鍾離+雲菫,327077.3,3963.935,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心率,ゴロー+鍾離+雲菫,327077.3,3963.935,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心ダメージ,ゴロー+鍾離+雲菫,327077.3,3963.935,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、防御%,ゴロー+鍾離+雲菫,326857.2,4700.293,17638,0.85,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,326726.6,3172.28,17638,1.966,3.478,0,1.00:2.48,2.48,a,0.122,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,326452,4014.517,17638,1,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,326452,4014.517,17638,1,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,326069.5,3416.579,17638,1.966,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,326069.5,3416.579,17638,1.966,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心率,ゴロー+フリーナ+閑雲,324465.3,3963.935,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,324465.3,3963.935,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心率,ゴロー+フリーナ+閑雲,324465.3,3963.935,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,324465.3,3963.935,17638,1.5,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
葦海の標,残響4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,323963,3754.58,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,323963,3754.58,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心率,ゴロー+鍾離+雲菫,323847.8,4014.517,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心ダメージ,ゴロー+鍾離+雲菫,323847.8,4014.517,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,ファントムハンター,攻撃%、防御%、防御%,ゴロー+フリーナ+閑雲,323513.2,4372.871,17638,1,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、攻撃%、防御%,ゴロー+フリーナ+閑雲,323513.2,4372.871,17638,1,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、防御%、攻撃%,ゴロー+フリーナ+閑雲,323513.2,4372.871,17638,1,3.186,0,1.00:2.19,2.19,a,0.398,0,0,0
赤角石塵滅砕,華館4,攻撃%、防御%、会心率,ゴロー+フリーナ+閑雲,323408.4,4332.5,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館4,攻撃%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,323408.4,4332.5,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、攻撃%、会心率,ゴロー+フリーナ+閑雲,323408.4,4332.5,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,323408.4,4332.5,17638,1.24,3.088,0,1.00:2.09,2.09,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、防御%,ゴロー+フリーナ+閑雲,323369.9,4700.293,17638,1.5,2.501644,0,0.87:1.73,2.00,a,0.6245,0,0,0
赤角石塵滅砕,砂上4,攻撃%、元素バフ、会心率,ゴロー+鍾離+雲菫,323194.5,3278.159,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,323194.5,3278.159,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、防御%,ゴロー+鍾離,322953.6,4521.502,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
