武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),393410.7,4415.379,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),残響4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),390890.1,4297.34,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),390890.1,4297.34,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),388375.7,4671.665,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),388375.7,4671.665,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),386361.8,4783.944,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),386361.8,4783.944,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),382636.6,5151.737,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),382636.6,5151.737,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),380206.9,5520.302,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,377902.4,3605.581,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,377902.4,3605.581,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,沈淪4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),375760.3,4465.961,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,沈淪4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),375760.3,4465.961,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,374709.4,3974.146,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,374709.4,3974.146,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),373966.7,4747.62,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),373966.7,4747.62,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),373966.7,4747.62,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+ファントム,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),373966.7,4747.62,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),370277.2,4962.735,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),370277.2,4962.735,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),369864.7,4844.696,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),369864.7,4844.696,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),368346.3,5013.317,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,逆飛び4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),368346.3,5013.317,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),残響4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),368260.2,4093.426,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),368260.2,4093.426,17638,1.816,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),367835.2,4467.751,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),367835.2,4467.751,17638,1.556,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
葦海の標,残響4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),367205.2,4766.58,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,残響4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),367205.2,4766.58,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
赤角石塵滅砕,砂上4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),366024.2,4276.959,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),366024.2,4276.959,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,逆飛び4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),366024.2,4276.959,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,逆飛び4,攻撃%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),366024.2,4276.959,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),砂上4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),365948.8,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),砂上4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),365948.8,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),逆飛び4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),365948.8,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),逆飛び4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),365948.8,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,残響4,HP%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,23629.83,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,HP%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,23629.83,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,元素熟知、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,17638,1.316,3.488,187,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,元素熟知、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,17638,1.316,3.488,187,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),365271.6,4057.025,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,HP%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,23629.83,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,HP%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,23629.83,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,元素熟知、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,17638,1.056,3.488,187,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,元素熟知、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,17638,1.056,3.488,187,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),361381.6,4425.59,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,楽団4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),360906.1,4465.961,17638,0.816,3.488,80,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,楽団4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),360906.1,4465.961,17638,0.816,3.488,80,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),残響4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),359690.7,4844.696,17638,1.816,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),359683.4,4962.735,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,攻撃%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),359683.4,4962.735,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心率,ゴロー+鍾離+ベネット(旧貴族),359683.4,4962.735,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,防御%、攻撃%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),359683.4,4962.735,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),359230.4,5331.3,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),359230.4,5331.3,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,防御%、元素バフ、防御%,ゴロー+鍾離+雲菫,358652.6,4152.937,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),357564.4,5520.302,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),357564.4,5520.302,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),華館4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),356398.3,5219.021,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),356398.3,5219.021,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館+悠久,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),355839.9,4446.338,17638,1.466,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),355839.9,4446.338,17638,1.466,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館+ファントム,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),355839.9,4446.338,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館+ファントム,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),355839.9,4446.338,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,剣闘士4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),355392.8,4604.381,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,剣闘士4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),355392.8,4604.381,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),353740.6,5013.317,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),353740.6,5013.317,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,逆飛び4,防御%、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),353740.6,5013.317,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,逆飛び4,防御%、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),353740.6,5013.317,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,辰砂4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),353735.8,4973.501,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,辰砂4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),353735.8,4973.501,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),華館4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),353729.9,5219.021,17638,1.556,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
葦海の標,華館4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),352778.6,5123.265,21752.56,1.056,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,華館4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),352778.6,5123.265,21752.56,1.056,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
螭龍の剣(完凸),沈淪4,防御%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),352475,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),沈淪4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),352475,4164.68,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、防御%,ゴロー+鍾離+ベネット(旧貴族),352007.2,5699.093,17638,0.85,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,沈淪4,防御%、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),351724.2,5013.317,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,351338.7,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,351338.7,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,逆飛び4,防御%、元素バフ、会心率,ゴロー+鍾離+雲菫,351338.7,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,逆飛び4,防御%、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,351338.7,3467.161,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
葦海の標,残響4,攻撃%、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),351304.9,4608.334,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
