武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
螭龍の剣(完凸),残響4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),326204.4,4297.34,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),326204.4,4297.34,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,華館+悠久,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),325687.6,4200.264,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+悠久,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),325687.6,4200.264,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+ファントム,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),325687.6,4200.264,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館+ファントム,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),325687.6,4200.264,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,沈淪4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),323797.7,3918.605,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,沈淪4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),323797.7,3918.605,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,砂上4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),323597.2,4465.961,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,逆飛び4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),323597.2,4465.961,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),323508.7,4415.379,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、会心率,ゴロー+鍾離+雲菫,322848.3,3426.79,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,322848.3,3426.79,17638,1.056,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
葦海の標,残響4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),322677.8,4219.224,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,残響4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),322677.8,4219.224,21752.56,1.316,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心率,ゴロー+鍾離+雲菫,319656.6,3058.225,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+雲菫,319656.6,3058.225,17638,1.316,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),318518.8,4972.946,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),318518.8,4972.946,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),317712.2,4783.944,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),華館4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),317568.5,4671.665,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),317568.5,4671.665,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),残響4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),317231.4,4297.34,17638,1.816,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
螭龍の剣(完凸),砂上4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),315488.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),砂上4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),315488.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),逆飛び4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),315488.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),逆飛び4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),315488.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),315190.8,4671.665,17638,1.556,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
赤角石塵滅砕,残響4,元チャ、防御%、防御%,ゴロー+鍾離+ベネット(旧貴族),314648.9,5151.737,17638,0.85,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,元チャ、攻撃%、会心率,ゴロー+鍾離+ベネット(旧貴族),314252.9,4415.379,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,元チャ、攻撃%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),314252.9,4415.379,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
葦海の標,華館4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),313250,4575.909,21752.56,1.056,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,華館4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),313250,4575.909,21752.56,1.056,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
赤角石塵滅砕,楽団4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),310916.8,3918.605,17638,0.816,3.488,80,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,楽団4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),310916.8,3918.605,17638,0.816,3.488,80,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,砂上4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),310765.9,4465.961,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,砂上4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),310765.9,4465.961,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,逆飛び4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),310765.9,4465.961,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,逆飛び4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),310765.9,4465.961,17638,0.35,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、防御%,ゴロー+鍾離+雲菫,310755.9,3605.581,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),華館+悠久,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),310024.6,3898.982,17638,1.466,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館+悠久,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),310024.6,3898.982,17638,1.466,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),華館+ファントム,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),310024.6,3898.982,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館+ファントム,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),310024.6,3898.982,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,辰砂4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),309140.4,4426.146,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,辰砂4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),309140.4,4426.146,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,沈淪4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),308994.4,4465.961,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、防御%,ゴロー+鍾離+雲菫,308130.3,3974.146,17638,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,剣闘士4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),307596.2,4057.025,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,剣闘士4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),307596.2,4057.025,17638,0.816,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
赤角石塵滅砕,華館+悠久,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),307519.5,4747.62,17638,0.966,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,華館+ファントム,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),307519.5,4747.62,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),残響4,元チャ、攻撃%、会心率,ゴロー+鍾離+ベネット(旧貴族),307319.4,4093.426,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),残響4,元チャ、攻撃%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),307319.4,4093.426,17638,1.35,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,残響4,元チャ、防御%、会心率,ゴロー+鍾離+雲菫,303878,3605.581,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,残響4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+雲菫,303878,3605.581,17638,0.85,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),沈淪4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),303872.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),沈淪4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),303872.8,3617.324,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),辰砂4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),303606.6,4103.744,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),辰砂4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),303606.6,4103.744,17638,1.316,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),砂上4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),303160.8,4164.68,17638,0.85,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),砂上4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),303160.8,4164.68,17638,0.85,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
螭龍の剣(完凸),逆飛び4,元チャ、防御%、会心率,ゴロー+鍾離+ベネット(旧貴族),303160.8,4164.68,17638,0.85,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),逆飛び4,元チャ、防御%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),303160.8,4164.68,17638,0.85,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,砂上4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),300988.2,4276.959,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,逆飛び4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),300988.2,4276.959,17638,0.816,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,悠久4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),300844.2,3918.605,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,悠久4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),300844.2,3918.605,17638,0.966,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),華館4,元チャ、攻撃%、会心率,ゴロー+鍾離+ベネット(旧貴族),300772.9,4467.751,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.171,0,0,0
螭龍の剣(完凸),華館4,元チャ、攻撃%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),300772.9,4467.751,17638,1.09,3.158,0,1.00:2.16,2.16,a,0.482,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、HP%,ゴロー+鍾離+ベネット(旧貴族),300369.4,4057.025,23629.83,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、元素熟知,ゴロー+鍾離+ベネット(旧貴族),300369.4,4057.025,17638,1.316,2.868245,187,0.97:1.93,2.00,a,0.7245,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、治癒効果,ゴロー+鍾離+ベネット(旧貴族),300369.4,4057.025,17638,1.316,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
螭龍の剣(完凸),残響4,元チャ、防御%、防御%,ゴロー+鍾離+ベネット(旧貴族),300168.1,4844.696,17638,1.35,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
葦海の標,残響4,元チャ、元素バフ、防御%,ゴロー+鍾離+ベネット(旧貴族),299074.9,4766.58,21752.56,1.316,2.661664,0,0.91:1.82,2.00,a,0.3385,0,0,0
螭龍の剣(完凸),残響4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),298865.9,4093.426,17638,1.816,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
赤角石塵滅砕,華館4,元チャ、攻撃%、会心率,ゴロー+鍾離+ベネット(旧貴族),298791.4,4783.944,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.447,0,0,0
赤角石塵滅砕,華館4,元チャ、攻撃%、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),298791.4,4783.944,17638,0.59,3.488,0,1.00:2.49,2.49,a,0.758,0,0,0
螭龍の剣(完凸),華館4,元チャ、元素バフ、攻撃%,ゴロー+鍾離+ベネット(旧貴族),298520.9,4467.751,17638,1.556,2.562912,0,0.88:1.77,2.00,a,0.366,0,0,0
葦海の標,砂上4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),298165.1,4068.924,21752.56,0.816,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,砂上4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),298165.1,4068.924,21752.56,0.816,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
葦海の標,逆飛び4,元チャ、元素バフ、会心率,ゴロー+鍾離+ベネット(旧貴族),298165.1,4068.924,21752.56,0.816,3.268,0,1.00:2.27,2.27,a,0.116,0,0,0
葦海の標,逆飛び4,元チャ、元素バフ、会心ダメージ,ゴロー+鍾離+ベネット(旧貴族),298165.1,4068.924,21752.56,0.816,3.268,0,1.00:2.27,2.27,a,0.427,0,0,0
赤角石塵滅砕,華館4,元チャ、元素バフ、HP%,ゴロー+鍾離+ベネット(旧貴族),297170.6,4425.59,23629.83,1.056,2.868245,0,0.97:1.93,2.00,a,0.7245,0,0,0
