武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37156.42,37156.42,3344.86,615,14577,0.816,0.15,0,0.99:1.98,,0.39:0.82,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),37156.42,37156.42,3344.86,615,14577,0.816,0.15,0,0.99:1.98,,0.39:0.82,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37007.33,37007.33,3332.032,615,14577,0.816,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37007.33,37007.33,3332.032,615,14577,0.816,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37007.33,37007.33,3332.032,615,14577,0.816,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37007.33,37007.33,3332.032,615,14577,0.816,0.15,0,1.00:2.15,,0.47:0.66,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36773.69,36773.69,2931.817,615,14577,0.966,0.64,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36773.69,36773.69,2931.817,615,14577,0.966,0.64,0,1.00:2.00,,0.36:0.88,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),36773.69,36773.69,2931.817,615,14577,0.966,0.64,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36773.69,36773.69,2931.817,615,14577,0.966,0.64,0,1.00:2.00,,0.36:0.88,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36660.65,36660.65,3100.384,615,14577,0.966,0,0,0.94:1.88,,0.11:1.38,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),36660.65,36660.65,3100.384,615,14577,0.966,0,0,0.94:1.88,,0.11:1.38,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36591.97,36591.97,3757.024,615,14577,0.966,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),36591.97,36591.97,3757.024,615,14577,0.966,0,0,0.94:1.88,,0.30:1.01,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36533.74,36533.74,2675.392,615,14577,0.966,0,0,1.00:2.19,,0.27:1.07,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36533.74,36533.74,2675.392,615,14577,0.966,0,0,1.00:2.19,,0.27:1.07,1.6
若水,しめ縄4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36366.94,36366.94,2797.094,615,16144.52,1.016,0.5,0,1.00:2.04,,0.47:0.66,1.6
若水,しめ縄4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36366.94,36366.94,2797.094,615,16144.52,1.016,0.5,0,1.00:2.04,,0.78:0.04,1.6
若水,しめ縄4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),36366.94,36366.94,2797.094,615,16144.52,1.016,0.5,0,1.00:2.04,,0.47:0.66,1.6
若水,しめ縄4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36366.94,36366.94,2797.094,615,16144.52,1.016,0.5,0,1.00:2.04,,0.78:0.04,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36327.02,36327.02,3496.192,615,14577,0.816,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36327.02,36327.02,3496.192,615,14577,0.816,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),36327.02,36327.02,3496.192,615,14577,0.816,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36327.02,36327.02,3496.192,615,14577,0.816,0.5,0,0.89:1.79,,0.65:0.30,1.6
若水,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36318.58,36318.58,3051.348,615,16144.52,1.166,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),36318.58,36318.58,3051.348,615,16144.52,1.166,0,0,1.00:2.13,,0.42:0.75,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36222.41,36222.41,3516.76,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36222.41,36222.41,3516.76,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),36222.41,36222.41,3516.76,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36222.41,36222.41,3516.76,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36207.77,36207.77,2899.83,615,14577,0.966,0,0,1.00:2.33,,0.21:1.17,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36207.77,36207.77,2899.83,615,14577,0.966,0,0,1.00:2.33,,0.53:0.55,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),36207.77,36207.77,2899.83,615,14577,0.966,0,0,1.00:2.33,,0.21:1.17,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36207.77,36207.77,2899.83,615,14577,0.966,0,0,1.00:2.33,,0.53:0.55,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36125.26,36125.26,3100.384,615,14577,0.5,0,0,1.00:2.19,,0.27:1.07,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36125.26,36125.26,3100.384,615,14577,0.5,0,0,1.00:2.19,,0.27:1.07,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),36075.21,36075.21,2675.392,615,14577,0.816,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),36075.21,36075.21,2675.392,615,14577,0.816,0.15,0,1.00:2.15,,0.29:1.03,1.6
若水,ファントム4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35854.89,35854.89,3051.348,615,16144.52,1.016,0.15,0,1.00:2.09,,0.44:0.71,1.6
若水,ファントム4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),35854.89,35854.89,3051.348,615,16144.52,1.016,0.15,0,1.00:2.09,,0.44:0.71,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35839.16,35839.16,2931.817,615,14577,0.816,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35839.16,35839.16,2931.817,615,14577,0.816,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35839.16,35839.16,2931.817,615,14577,0.816,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35839.16,35839.16,2931.817,615,14577,0.816,0.79,0,0.98:1.96,,0.38:0.84,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35773.36,35773.36,2899.83,615,14577,0.816,0.15,0,1.00:2.29,,0.23:1.13,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35773.36,35773.36,2899.83,615,14577,0.816,0.15,0,1.00:2.29,,0.55:0.51,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35773.36,35773.36,2899.83,615,14577,0.816,0.15,0,1.00:2.29,,0.23:1.13,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35773.36,35773.36,2899.83,615,14577,0.816,0.15,0,1.00:2.29,,0.55:0.51,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35704.33,35704.33,3789.89,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),35704.33,35704.33,3789.89,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35674.41,35674.41,3100.384,615,14577,0.816,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),35674.41,35674.41,3100.384,615,14577,0.816,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35671.85,35671.85,3100.384,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35671.85,35671.85,3100.384,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35662.03,35662.03,2899.83,615,14577,0.966,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35662.03,35662.03,2899.83,615,14577,0.966,0.4,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35662.03,35662.03,2899.83,615,14577,0.966,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35662.03,35662.03,2899.83,615,14577,0.966,0.4,0,0.97:1.93,,0.73:0.15,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3757.024,615,14577,0.816,0.15,0,0.92:1.84,,0.32:0.97,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3757.024,615,14577,0.816,0.15,0,0.92:1.84,,0.32:0.97,1.6
若水,しめ縄4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3211.368,615,16144.52,0.55,0.5,0,1.00:2.04,,0.47:0.66,1.6
若水,しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3211.368,615,16144.52,0.55,0.5,0,1.00:2.04,,0.78:0.04,1.6
若水,しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3211.368,615,16144.52,0.55,0.5,0,1.00:2.04,,0.47:0.66,1.6
若水,しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35607.59,35607.59,3211.368,615,16144.52,0.55,0.5,0,1.00:2.04,,0.78:0.04,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35569.59,35569.59,3525.376,615,14577,0.5,0,0,0.94:1.88,,0.11:1.38,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),35569.59,35569.59,3525.376,615,14577,0.5,0,0,0.94:1.88,,0.11:1.38,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35536.43,35536.43,2675.392,615,14577,0.816,0.15,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35536.43,35536.43,2675.392,615,14577,0.966,0,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),ファントム4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35536.43,35536.43,2675.392,615,14577,0.816,0.15,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35536.43,35536.43,2675.392,615,14577,0.966,0,0,1.00:2.10,,0.00:1.60,1.6
狩人の道,しめ縄4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35448,35448,2797.094,615,14577,0.936,0.5,0,1.00:2.04,,0.03:1.54,1.6
狩人の道,しめ縄4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35448,35448,2797.094,615,14577,0.936,0.5,0,1.00:2.04,,0.34:0.92,1.6
狩人の道,しめ縄4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35448,35448,2797.094,615,14577,0.936,0.5,0,1.00:2.04,,0.03:1.54,1.6
狩人の道,しめ縄4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35448,35448,2797.094,615,14577,0.936,0.5,0,1.00:2.04,,0.34:0.92,1.6
天空弓(1),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35439.42,35439.42,3332.772,615,14577,0.966,0,0,1.00:2.01,,0.14:1.31,1.6
天空弓(1),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),35439.42,35439.42,3332.772,615,14577,0.966,0,0,1.00:2.01,,0.14:1.31,1.6
花飾りの羽,黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35419.32,35419.32,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35419.32,35419.32,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.36:0.88,1.6
花飾りの羽,黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35419.32,35419.32,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35419.32,35419.32,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.36:0.88,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35215.8,35215.8,3305.083,615,14577,0.5,0.64,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35215.8,35215.8,3305.083,615,14577,0.5,0.64,0,1.00:2.00,,0.36:0.88,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),35215.8,35215.8,3305.083,615,14577,0.5,0.64,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35215.8,35215.8,3305.083,615,14577,0.5,0.64,0,1.00:2.00,,0.36:0.88,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35204.95,35204.95,3332.032,615,14577,0.966,0.4,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35204.95,35204.95,3332.032,615,14577,0.966,0.4,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35204.95,35204.95,3332.032,615,14577,0.966,0.4,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35204.95,35204.95,3332.032,615,14577,0.966,0.4,0,0.89:1.79,,0.65:0.30,1.6
烈日の後嗣(5),ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35139.1,35139.1,3100.384,615,14577,0.35,0.15,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35139.1,35139.1,3100.384,615,14577,0.5,0,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),35139.1,35139.1,3100.384,615,14577,0.35,0.15,0,1.00:2.10,,0.00:1.60,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),35139.1,35139.1,3100.384,615,14577,0.5,0,0,1.00:2.10,,0.00:1.60,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35099.44,35099.44,3344.86,615,14577,0.5,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35099.44,35099.44,3344.86,615,14577,0.5,0.4,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),35099.44,35099.44,3344.86,615,14577,0.5,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35099.44,35099.44,3344.86,615,14577,0.5,0.4,0,0.97:1.93,,0.73:0.15,1.6
烈日の後嗣(5),しめ縄4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35074.82,35074.82,2839.552,615,14577,0.816,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),しめ縄4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35074.82,35074.82,2839.552,615,14577,0.816,0.5,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(5),しめ縄4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),35074.82,35074.82,2839.552,615,14577,0.816,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),しめ縄4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),35074.82,35074.82,2839.552,615,14577,0.816,0.5,0,0.89:1.79,,0.47:0.67,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),35032.81,35032.81,3789.89,615,14577,0.35,0.15,0,0.99:1.98,,0.39:0.82,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),35032.81,35032.81,3789.89,615,14577,0.35,0.15,0,0.99:1.98,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),34995.1,34995.1,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),34995.1,34995.1,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),34995.1,34995.1,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),34995.1,34995.1,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.47:0.67,1.6
狩人の道,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),34915.13,34915.13,3051.348,615,14577,1.086,0,0,1.00:2.10,,0.00:1.60,1.6
狩人の道,黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),34915.13,34915.13,3051.348,615,14577,1.086,0,0,1.00:2.10,,0.00:1.60,1.6
狩人の道,ファントム4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),34836.29,34836.29,3051.348,615,14577,0.936,0.15,0,1.00:2.09,,0.00:1.59,1.6
狩人の道,ファントム4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),34836.29,34836.29,3051.348,615,14577,0.936,0.15,0,1.00:2.09,,0.00:1.59,1.6
若水,砂上4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),34827.89,34827.89,2637.074,615,16144.52,1.166,0.4,0,1.00:2.04,,0.47:0.66,1.6
