武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),40289.4,40289.4,2976.23,615,14577,0.966,0.4,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),40289.4,40289.4,2976.23,615,14577,0.966,0.4,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),40140.39,40140.39,3421.26,615,14577,0.5,0.4,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),40140.39,40140.39,3421.26,615,14577,0.5,0.4,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),40140.39,40140.39,3421.26,615,14577,0.5,0.4,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),40140.39,40140.39,3421.26,615,14577,0.5,0.4,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),39986.15,39986.15,3421.26,615,14577,0.35,0.15,0,1.00:2.29,,0.55:0.51,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),39986.15,39986.15,3421.26,615,14577,0.35,0.15,0,1.00:2.29,,0.55:0.51,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),39986.14,39986.14,3421.26,615,14577,0.35,0.15,0,1.00:2.29,,0.23:1.13,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),39986.14,39986.14,3421.26,615,14577,0.35,0.15,0,1.00:2.29,,0.23:1.13,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),39703.92,39703.92,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),39703.92,39703.92,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.36:0.88,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),39703.92,39703.92,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),39703.92,39703.92,2937.703,615,14577,0.966,0,0,1.00:2.00,,0.36:0.88,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),38801.28,38801.28,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),38801.28,38801.28,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.36:0.88,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),38801.28,38801.28,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽(完凸),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),38801.28,38801.28,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.36:0.88,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),38705.63,38705.63,3593.16,615,14577,0.816,0.5,0,0.81:1.62,,0.57:0.46,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),38705.63,38705.63,3593.16,615,14577,0.816,0.5,0,0.81:1.62,,0.57:0.46,1.6
花飾りの羽(完凸),ファントム4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),38694.92,38694.92,2937.703,615,14577,0.816,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽(完凸),ファントム4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),38694.92,38694.92,2937.703,615,14577,0.816,0.15,0,0.98:1.96,,0.38:0.84,1.6
花飾りの羽(完凸),ファントム4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),38694.92,38694.92,2937.703,615,14577,0.816,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽(完凸),ファントム4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),38694.92,38694.92,2937.703,615,14577,0.816,0.15,0,0.98:1.96,,0.38:0.84,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+ベネット(西風、旧貴族),38315,38315,3421.26,615,14577,0.616,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+攻撃%,ベネット(西風、旧貴族),38315,38315,3421.26,615,14577,0.616,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37984.52,37984.52,2976.23,615,14577,0.816,0,80,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37984.52,37984.52,2976.23,615,14577,0.816,0,80,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37984.52,37984.52,2976.23,615,14577,0.816,0,80,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37984.52,37984.52,2976.23,615,14577,0.816,0,80,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37868.63,37868.63,3344.86,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),37868.63,37868.63,3344.86,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
花飾りの羽(完凸),ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37815.22,37815.22,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽(完凸),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37815.22,37815.22,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.38:0.84,1.6
花飾りの羽(完凸),ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),37815.22,37815.22,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽(完凸),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37815.22,37815.22,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.38:0.84,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+ファントム,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.816,0.15,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+ファントム,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.816,0.15,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+砂上,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+砂上,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+黒曜の秘典,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+黒曜の秘典,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.466,0.5,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.466,0.5,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+ファントム,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.816,0.15,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+ファントム,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.816,0.15,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+砂上,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+砂上,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+黒曜の秘典,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄+黒曜の秘典,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.966,0,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+会心率,ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.466,0.5,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+元素バフ+会心ダメージ,ベネット(西風、旧貴族),37740.4,37740.4,3148.13,615,14577,0.466,0.5,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37617.1,37617.1,4038.19,615,14577,0.35,0.5,0,0.81:1.62,,0.57:0.46,1.6
星鷲の紅き羽(拡散あり、異元素2),しめ縄4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),37617.1,37617.1,4038.19,615,14577,0.35,0.5,0,0.81:1.62,,0.57:0.46,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+防御%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,973.545,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+HP%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,19142.4,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+元素熟知,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,187,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+治癒効果,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,元チャ+元素バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+防御%,フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,973.545,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+HP%,フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,19142.4,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+元素熟知,フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,187,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,攻撃%+元素バフ+治癒効果,フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典4,元チャ+元素バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),37579.39,37579.39,2976.23,615,14577,0.966,0,0,1.00:2.02,,0.37:0.86,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37490.87,37490.87,3421.26,615,14577,0.35,0,80,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37490.87,37490.87,3421.26,615,14577,0.35,0,80,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),37490.87,37490.87,3421.26,615,14577,0.35,0,80,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),楽団4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37490.87,37490.87,3421.26,615,14577,0.35,0,80,0.97:1.93,,0.73:0.15,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37477.71,37477.71,3332.032,615,14577,0.966,0,0,1.00:2.19,,0.14:1.32,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37477.71,37477.71,3332.032,615,14577,0.966,0,0,1.00:2.19,,0.45:0.70,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37477.71,37477.71,3332.032,615,14577,0.966,0,0,1.00:2.19,,0.14:1.32,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37477.71,37477.71,3332.032,615,14577,0.966,0,0,1.00:2.19,,0.45:0.70,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+砂上,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+砂上,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+黒曜の秘典,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+黒曜の秘典,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典+砂上,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,1.116,0,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),黒曜の秘典+砂上,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,1.116,0,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),沈淪4,攻撃%+元素バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.816,0.3,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),沈淪4,攻撃%+元素バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.816,0.3,0,0.97:1.93,,0.73:0.15,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+砂上,攻撃%+元素バフ+会心率,フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.41:0.77,1.6
星鷲の紅き羽(拡散あり、異元素2),ファントム+砂上,攻撃%+元素バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),37408.3,37408.3,2976.23,615,14577,0.966,0.15,0,0.97:1.93,,0.73:0.15,1.6
