武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
黒岩の戦弓(5)フル,しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133196.8,133196.8,3921.184,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),133196.8,133196.8,3921.184,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),133196.8,133196.8,3921.184,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133177.5,133177.5,3344.86,615,14577,0.35,0.15,0,1.00:2.29,,0.23:1.13,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133177.5,133177.5,3344.86,615,14577,0.35,0.15,0,1.00:2.29,,0.55:0.51,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),133177.5,133177.5,3344.86,615,14577,0.35,0.15,0,1.00:2.29,,0.23:1.13,1.6
始まりの大魔術(同元素1),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),133177.5,133177.5,3344.86,615,14577,0.35,0.15,0,1.00:2.29,,0.55:0.51,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133116.4,133116.4,3305.083,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133116.4,133116.4,3305.083,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),133116.4,133116.4,3305.083,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),133116.4,133116.4,3305.083,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133013.8,133013.8,3757.024,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),133013.8,133013.8,3757.024,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),133013.8,133013.8,3757.024,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),133013.8,133013.8,3757.024,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
若水,ファントム4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),131809.4,131809.4,3465.622,615,16144.52,0.55,0.15,0,1.00:2.09,,0.44:0.71,1.6
若水,ファントム4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),131809.4,131809.4,3465.622,615,16144.52,0.55,0.15,0,1.00:2.09,,0.44:0.71,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),131616.8,131616.8,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),131616.8,131616.8,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.36:0.88,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),131616.8,131616.8,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.05:1.50,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),131616.8,131616.8,3337.065,615,14577,0.5,0,0,1.00:2.00,,0.36:0.88,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),131145.9,131145.9,3516.552,615,14577,0.35,0.5,0,0.96:1.92,,0.19:1.22,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),131145.9,131145.9,3516.552,615,14577,0.35,0.5,0,0.96:1.92,,0.50:0.60,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),131145.9,131145.9,3516.552,615,14577,0.35,0.5,0,0.96:1.92,,0.19:1.22,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),131145.9,131145.9,3516.552,615,14577,0.35,0.5,0,0.96:1.92,,0.50:0.60,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),130307.9,130307.9,3344.86,615,14577,0.35,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),130307.9,130307.9,3344.86,615,14577,0.35,0.4,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),130307.9,130307.9,3344.86,615,14577,0.35,0.4,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),130307.9,130307.9,3344.86,615,14577,0.35,0.4,0,0.97:1.93,,0.73:0.15,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),129838,129838,4182.016,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),129838,129838,4182.016,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),129223.1,129223.1,3051.348,615,16144.52,0.7,0,0,1.00:2.44,,0.27:1.06,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),129223.1,129223.1,3051.348,615,16144.52,0.7,0,0,1.00:2.44,,0.58:0.44,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),129223.1,129223.1,3051.348,615,16144.52,0.7,0,0,1.00:2.44,,0.27:1.06,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),129223.1,129223.1,3051.348,615,16144.52,0.7,0,0,1.00:2.44,,0.58:0.44,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),129096.9,129096.9,3808.558,615,14577,0.5,0,0,1.00:2.01,,0.14:1.31,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),129096.9,129096.9,3808.558,615,14577,0.5,0,0,1.00:2.01,,0.14:1.31,1.6
弾弓(5),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128608.2,128608.2,2977.198,615,14577,0.5,0.6,0,1.00:2.00,,0.05:1.50,1.6
弾弓(5),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),128608.2,128608.2,2977.198,615,14577,0.5,0.6,0,1.00:2.00,,0.05:1.50,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128601,128601,3344.86,615,14577,0.75,0,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128601,128601,3344.86,615,14577,0.75,0,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),128601,128601,3344.86,615,14577,0.75,0,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128601,128601,3344.86,615,14577,0.75,0,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+炎バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+水バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+雷バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+炎バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+水バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+雷バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),128577.8,128577.8,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
花飾りの羽,ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128272,128272,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽,ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128272,128272,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.38:0.84,1.6
花飾りの羽,ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),128272,128272,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.07:1.46,1.6
花飾りの羽,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128272,128272,3337.065,615,14577,0.35,0.15,0,0.98:1.96,,0.38:0.84,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+雷バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+雷バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心率,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心率,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+雷バフ+会心率,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128255.8,128255.8,3071.73,615,14577,0.35,0.5,0,0.97:1.93,,0.73:0.15,1.6
若水,しめ縄4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128142.1,128142.1,3625.642,615,16144.52,0.55,0.5,0,0.87:1.73,,0.62:0.35,1.6
若水,しめ縄4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),128142.1,128142.1,3625.642,615,16144.52,0.55,0.5,0,0.87:1.73,,0.62:0.35,1.6
若水,砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128016.5,128016.5,3051.348,615,16144.52,0.55,0.4,0,1.00:2.04,,0.47:0.66,1.6
若水,砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),128016.5,128016.5,3051.348,615,16144.52,0.55,0.4,0,1.00:2.04,,0.78:0.04,1.6
若水,砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),128016.5,128016.5,3051.348,615,16144.52,0.55,0.4,0,1.00:2.04,,0.47:0.66,1.6
若水,砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),128016.5,128016.5,3051.348,615,16144.52,0.55,0.4,0,1.00:2.04,,0.78:0.04,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+風バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),127806,127806,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+風バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),127806,127806,3344.86,615,14577,0.5,0,0,1.00:2.02,,0.37:0.86,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),127770,127770,3961.79,615,14577,0.35,0.5,0,0.81:1.62,,0.57:0.46,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),127770,127770,3961.79,615,14577,0.35,0.5,0,0.81:1.62,,0.57:0.46,1.6
