武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,139782.7,139782.7,3789.89,615,14577,0.15,0.15,0,1.00:2.17,,0.29:1.01,1.6
若水,しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),138774.9,138774.9,3625.642,615,16144.52,0.2,0.65,0,0.94:1.88,,0.55:0.50,1.6
若水,しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138774.9,138774.9,3625.642,615,16144.52,0.2,0.65,0,0.94:1.88,,0.55:0.50,1.6
烈日の後嗣(5),砂上4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),138675,138675,3100.384,615,14577,0,0.55,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),砂上4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),138675,138675,3100.384,615,14577,0,0.55,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),砂上4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138675,138675,3100.384,615,14577,0,0.55,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),砂上4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138675,138675,3100.384,615,14577,0,0.55,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+氷バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),138550.6,138550.6,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+氷バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138550.6,138550.6,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
弾弓(5),しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),138366,138366,2776.712,615,14577,0,1.25,0,1.00:2.06,,0.02:1.56,1.6
弾弓(5),しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),138366,138366,2776.712,615,14577,0,1.25,0,1.00:2.06,,0.33:0.94,1.6
弾弓(5),しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138366,138366,2776.712,615,14577,0,1.25,0,1.00:2.06,,0.02:1.56,1.6
弾弓(5),しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138366,138366,2776.712,615,14577,0,1.25,0,1.00:2.06,,0.33:0.94,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),138168.6,138168.6,3305.083,615,14577,0.15,0.79,0,1.00:2.10,,0.00:1.60,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,138168.6,138168.6,3305.083,615,14577,0.15,0.79,0,1.00:2.10,,0.00:1.60,1.6
狩人の道,しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),137982.1,137982.1,3211.368,615,14577,0.12,0.65,0,1.00:2.19,,0.26:1.07,1.6
狩人の道,しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137982.1,137982.1,3211.368,615,14577,0.12,0.65,0,1.00:2.19,,0.26:1.07,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),137779.8,137779.8,3961.79,615,14577,0,0.65,0,0.89:1.77,,0.49:0.61,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137779.8,137779.8,3961.79,615,14577,0,0.65,0,0.89:1.77,,0.49:0.61,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),137503.4,137503.4,3516.552,615,14577,0,0.65,0,1.00:2.07,,0.11:1.37,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),137503.4,137503.4,3516.552,615,14577,0,0.65,0,1.00:2.07,,0.42:0.75,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137503.4,137503.4,3516.552,615,14577,0,0.65,0,1.00:2.07,,0.11:1.37,1.6
天空弓(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137503.4,137503.4,3516.552,615,14577,0,0.65,0,1.00:2.07,,0.42:0.75,1.6
烈日の後嗣(5),しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),137368.7,137368.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),137368.7,137368.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137368.7,137368.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137368.7,137368.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),137350,137350,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),137350,137350,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137350,137350,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137350,137350,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),137089.7,137089.7,3100.384,615,14577,0.4,0.15,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),137089.7,137089.7,3100.384,615,14577,0.4,0.15,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137089.7,137089.7,3100.384,615,14577,0.4,0.15,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137089.7,137089.7,3100.384,615,14577,0.4,0.15,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+炎バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),137073.4,137073.4,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+水バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),137073.4,137073.4,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+炎バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137073.4,137073.4,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+水バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,137073.4,137073.4,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),136844.8,136844.8,3344.86,615,14577,0,0.55,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),136844.8,136844.8,3344.86,615,14577,0,0.55,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,136844.8,136844.8,3344.86,615,14577,0,0.55,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),砂上4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,136844.8,136844.8,3344.86,615,14577,0,0.55,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),136364.9,136364.9,3344.86,615,14577,0.15,0.15,0,1.00:2.48,,0.14:1.32,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),136364.9,136364.9,3344.86,615,14577,0.15,0.15,0,1.00:2.48,,0.45:0.70,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,136364.9,136364.9,3344.86,615,14577,0.15,0.15,0,1.00:2.48,,0.14:1.32,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,136364.9,136364.9,3344.86,615,14577,0.15,0.15,0,1.00:2.48,,0.45:0.70,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+風バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),136357.2,136357.2,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),黒曜の秘典4,攻撃%+風バフ+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,136357.2,136357.2,3100.384,615,14577,0.15,0.15,0,1.00:2.03,,0.04:1.53,1.6
烈日の後嗣(5),しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135964.7,135964.7,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135844.5,135844.5,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135666.7,135666.7,3496.192,615,14577,0,0.65,0,0.97:1.94,,0.27:1.07,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135666.7,135666.7,3496.192,615,14577,0,0.65,0,0.97:1.94,,0.58:0.45,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+氷バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135666.7,135666.7,3496.192,615,14577,0,0.65,0,0.97:1.94,,0.27:1.07,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+氷バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135666.7,135666.7,3496.192,615,14577,0,0.65,0,0.97:1.94,,0.58:0.45,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),135393.9,135393.9,3465.622,615,16144.52,0.35,0.15,0,1.00:2.28,,0.35:0.90,1.6
若水,黒曜の秘典4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135393.9,135393.9,3465.622,615,16144.52,0.35,0.15,0,1.00:2.28,,0.35:0.90,1.6
烈日の後嗣(5),しめ縄4,攻撃%+風バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135341.3,135341.3,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+風バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135341.3,135341.3,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
烈日の後嗣(5),しめ縄4,攻撃%+風バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135341.3,135341.3,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.08:1.44,1.6
烈日の後嗣(5),しめ縄4,攻撃%+風バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135341.3,135341.3,2839.552,615,14577,0,0.65,0,0.97:1.94,,0.39:0.82,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),135305.5,135305.5,4182.016,615,14577,0.15,0.15,0,1.00:2.03,,0.22:1.16,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135305.5,135305.5,4182.016,615,14577,0.15,0.15,0,1.00:2.03,,0.22:1.16,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し),135162.1,135162.1,3689.536,615,14577,0,0.65,0,0.81:1.63,,0.24:1.13,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+攻撃%,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135162.1,135162.1,3689.536,615,14577,0,0.65,0,0.81:1.63,,0.24:1.13,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+風バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135121.4,135121.4,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+風バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135121.4,135121.4,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+風バフ+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135121.4,135121.4,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),しめ縄4,攻撃%+風バフ+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135121.4,135121.4,3071.73,615,14577,0,0.65,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),135010.7,135010.7,3344.86,615,14577,0.4,0.15,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),135010.7,135010.7,3344.86,615,14577,0.4,0.15,0,1.00:2.08,,0.65:0.30,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135010.7,135010.7,3344.86,615,14577,0.4,0.15,0,1.00:2.08,,0.34:0.92,1.6
始まりの大魔術(同元素1),灰燼4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,135010.7,135010.7,3344.86,615,14577,0.4,0.15,0,1.00:2.08,,0.65:0.30,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),134809.9,134809.9,3337.065,615,14577,0.15,0.15,0,1.00:2.15,,0.28:1.03,1.6
花飾りの羽,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,134809.9,134809.9,3337.065,615,14577,0.15,0.15,0,1.00:2.15,,0.28:1.03,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),134741,134741,3757.024,615,14577,0.15,0.15,0,1.00:2.34,,0.07:1.47,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),134741,134741,3757.024,615,14577,0.15,0.15,0,1.00:2.34,,0.38:0.85,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,134741,134741,3757.024,615,14577,0.15,0.15,0,1.00:2.34,,0.07:1.47,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,134741,134741,3757.024,615,14577,0.15,0.15,0,1.00:2.34,,0.38:0.85,1.6
破魔の弓(5)2倍,しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),134656.6,134656.6,3449.263,615,14577,0,1.29,0,0.88:1.75,,0.17:1.25,1.6
破魔の弓(5)2倍,しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し),134656.6,134656.6,3449.263,615,14577,0,1.29,0,0.88:1.75,,0.48:0.63,1.6
破魔の弓(5)2倍,しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,134656.6,134656.6,3449.263,615,14577,0,1.29,0,0.88:1.75,,0.17:1.25,1.6
破魔の弓(5)2倍,しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+申鶴(長押し)+水キャラ,134656.6,134656.6,3449.263,615,14577,0,1.29,0,0.88:1.75,,0.48:0.63,1.6
烈日の後嗣(5),楽団4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+申鶴(長押し),134606.2,134606.2,3100.384,615,14577,0,0.15,80,0.97:1.94,,0.08:1.44,1.6
