武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),ファントム4,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,38160.81,38160.81,973,576,35727.67,1.066,0.15,80,1.00:2.33,,0.39:0.83,1.6
古祠の瓏(完凸),ファントム4,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,38071.65,38071.65,973,576,39401.42,1.416,0.15,80,1.00:2.33,,0.08:1.45,1.6
古祠の瓏(完凸),ファントム4,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,38071.65,38071.65,973,576,39401.42,1.416,0.15,80,1.00:2.33,,0.39:0.83,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+HP%,フリーナ+鍾離+万葉,38067.65,38067.65,973,576,53097.16,0.95,0.15,80,1.00:2.02,,0.23:1.14,1.6
久遠流転の大典,沈淪4,HP%+HP%+会心率,フリーナ+鍾離+万葉,38035.63,38035.63,1061,576,39195.69,1.1,0.3,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム4,HP%+HP%+会心率,フリーナ+鍾離+万葉,38009.05,38009.05,1061,576,39195.69,0.95,0.15,0,1.00:2.40,,0.48:0.64,1.6
久遠流転の大典,ファントム4,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,38009.05,38009.05,1061,576,39195.69,0.95,0.15,0,1.00:2.40,,0.79:0.02,1.6
久遠流転の大典,ファントム4,HP%+HP%+会心率,鍾離+白朮+万葉,37967.72,37967.72,1061,576,35521.94,0.6,0.15,0,1.00:2.40,,0.48:0.64,1.6
久遠流転の大典,ファントム4,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,37967.72,37967.72,1061,576,35521.94,0.6,0.15,0,1.00:2.40,,0.79:0.02,1.6
古祠の瓏(完凸),ファントム4,HP%+元素バフ+HP%,アルベド+白朮+万葉,37930.91,37930.91,973,576,42575.54,1.066,0.15,205,1.00:2.02,,0.23:1.14,1.6
久遠流転の大典,沈淪4,HP%+HP%+HP%,鍾離+白朮+万葉,37875.04,37875.04,1061,576,42369.81,0.75,0.3,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,沈淪4,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,37858.2,37858.2,1061,576,39195.69,1.1,0.3,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム4,HP%+HP%+HP%,アルベド+白朮+万葉,37857.55,37857.55,1061,576,42369.81,0.6,0.15,125,1.00:2.09,,0.64:0.33,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心率,鍾離+白朮+万葉,37834.54,37834.54,1061,576,34552.07,1.066,0,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+HP%,鍾離+白朮+万葉,37796.04,37796.04,973,576,49423.41,0.6,0.15,80,1.00:2.02,,0.23:1.14,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+HP%,鍾離+白朮+万葉,37744.39,37744.39,1061,576,35521.94,1.216,0.3,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,37658.04,37658.04,1061,576,34552.07,1.066,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+HP%,アルベド+フリーナ+万葉,37649.08,37649.08,1061,576,39195.69,1.416,0.15,125,1.00:2.09,,0.64:0.33,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+HP%,フリーナ+白朮+万葉,37649.08,37649.08,1061,576,39195.69,1.416,0.15,0,1.00:2.09,,0.64:0.33,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,37562.23,37562.23,973,576,39401.42,1.566,0.3,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,37562.23,37562.23,973,576,39401.42,1.566,0.3,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,ファントム4,HP%+HP%+HP%,アルベド+フリーナ+万葉,37324.65,37324.65,1061,576,46043.56,0.95,0.15,125,1.00:2.09,,0.64:0.33,1.6
久遠流転の大典,ファントム4,HP%+HP%+HP%,フリーナ+白朮+万葉,37324.65,37324.65,1061,576,46043.56,0.95,0.15,0,1.00:2.09,,0.64:0.33,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,37304.93,37304.93,1061,576,38225.82,1.416,0,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),ファントム4,HP%+元素バフ+HP%,アルベド+フリーナ+万葉,37274.77,37274.77,973,576,46249.29,1.416,0.15,205,1.00:2.02,,0.23:1.14,1.6
古祠の瓏(完凸),ファントム4,HP%+元素バフ+HP%,フリーナ+白朮+万葉,37274.77,37274.77,973,576,46249.29,1.416,0.15,80,1.00:2.02,,0.23:1.14,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+HP%,鍾離+白朮+万葉,37247.79,37247.79,1061,576,41399.94,1.066,0,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+会心率,鍾離+白朮+万葉,37229.98,37229.98,1061,576,28674.07,1.066,0.15,0,1.00:2.40,,0.48:0.64,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,37229.98,37229.98,1061,576,28674.07,1.066,0.15,0,1.00:2.40,,0.79:0.02,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,37169.18,37169.18,1061,576,32347.82,1.416,0.15,0,1.00:2.40,,0.48:0.64,1.6
久遠流転の大典,ファントム4,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,37169.18,37169.18,1061,576,32347.82,1.416,0.15,0,1.00:2.40,,0.79:0.02,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心率,鍾離+白朮+万葉,37160.99,37160.99,973,576,42575.54,0.75,0.3,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,37160.99,37160.99,973,576,42575.54,0.75,0.3,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,37130.91,37130.91,1061,576,38225.82,1.416,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心率,鍾離+白朮+万葉,37081.61,37081.61,1061,576,28674.07,1.216,0.3,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,楽団4,HP%+HP%+会心率,鍾離+白朮+万葉,37081.58,37081.58,1061,576,35521.94,0.6,0,80,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心率,フリーナ+鍾離+万葉,36921.52,36921.52,973,576,46249.29,1.1,0.3,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36921.52,36921.52,973,576,46249.29,1.1,0.3,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36908.63,36908.63,1061,576,28674.07,1.216,0.3,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,楽団4,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36908.6,36908.6,1061,576,35521.94,0.6,0,80,0.85:2.39,,0.80:0.00,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+HP%,鍾離+白朮+万葉,36856.55,36856.55,973,576,42575.54,1.216,0.3,80,0.83:1.66,,0.41:0.78,1.6
久遠流転の大典,花海+千岩,HP%+HP%+会心率,鍾離+白朮+万葉,36835.31,36835.31,1061,576,41399.94,0.6,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+花海,HP%+HP%+会心率,鍾離+白朮+万葉,36761.47,36761.47,1061,576,38460.94,0.6,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+千岩,HP%+HP%+会心率,鍾離+白朮+万葉,36761.47,36761.47,1061,576,38460.94,0.6,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,花海+沈淪,HP%+HP%+会心率,鍾離+白朮+万葉,36761.46,36761.46,1061,576,38460.94,0.75,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,千岩+沈淪,HP%+HP%+会心率,鍾離+白朮+万葉,36761.46,36761.46,1061,576,38460.94,0.75,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,花海+千岩,HP%+HP%+会心率,フリーナ+鍾離+万葉,36759.93,36759.93,1061,576,45073.69,0.95,0,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),楽団4,HP%+元素バフ+会心率,鍾離+白朮+万葉,36751.48,36751.48,973,576,35727.67,1.066,0,160,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),楽団4,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36751.48,36751.48,973,576,35727.67,1.066,0,160,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,沈淪4,HP%+HP%+HP%,フリーナ+鍾離+万葉,36711.96,36711.96,1061,576,46043.56,1.1,0.3,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心率,鍾離+白朮+万葉,36705.01,36705.01,1061,576,31613.07,1.216,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心率,鍾離+白朮+万葉,36705.01,36705.01,1061,576,31613.07,1.216,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+花海,HP%+元素バフ+会心率,鍾離+白朮+万葉,36705,36705,1061,576,31613.07,1.066,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+千岩,HP%+元素バフ+会心率,鍾離+白朮+万葉,36705,36705,1061,576,31613.07,1.066,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+花海,HP%+元素バフ+HP%,鍾離+白朮+万葉,36691.45,36691.45,1061,576,38460.94,1.066,0.15,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,ファントム+千岩,HP%+元素バフ+HP%,鍾離+白朮+万葉,36691.45,36691.45,1061,576,38460.94,1.066,0.15,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+HP%,鍾離+白朮+万葉,36691.45,36691.45,1061,576,38460.94,1.216,0,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+HP%,鍾離+白朮+万葉,36691.45,36691.45,1061,576,38460.94,1.216,0,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,楽団4,HP%+HP%+会心率,フリーナ+鍾離+万葉,36686.86,36686.86,1061,576,39195.69,0.95,0,80,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,花海+千岩,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36663.48,36663.48,1061,576,41399.94,0.6,0,0,0.85:2.39,,0.80:0.00,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心率,鍾離+白朮+万葉,36597.9,36597.9,973,576,41605.67,1.066,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36597.9,36597.9,973,576,41605.67,1.066,0,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,ファントム+花海,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36589.98,36589.98,1061,576,38460.94,0.6,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+千岩,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36589.98,36589.98,1061,576,38460.94,0.6,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36589.98,36589.98,1061,576,38460.94,0.75,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,千岩+沈淪,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36589.98,36589.98,1061,576,38460.94,0.75,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,花海+千岩,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36588.45,36588.45,1061,576,45073.69,0.95,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36577.65,36577.65,1061,576,32347.82,1.566,0.3,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+会心率,フリーナ+鍾離+万葉,36572.75,36572.75,973,576,46249.29,0.95,0.15,80,1.00:2.33,,0.08:1.45,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36572.75,36572.75,973,576,46249.29,0.95,0.15,80,1.00:2.33,,0.39:0.83,1.6
久遠流転の大典,ファントム+花海,HP%+HP%+会心率,フリーナ+鍾離+万葉,36537.9,36537.9,1061,576,42134.69,0.95,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+千岩,HP%+HP%+会心率,フリーナ+鍾離+万葉,36537.9,36537.9,1061,576,42134.69,0.95,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,花海+沈淪,HP%+HP%+会心率,フリーナ+鍾離+万葉,36537.89,36537.89,1061,576,42134.69,1.1,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,千岩+沈淪,HP%+HP%+会心率,フリーナ+鍾離+万葉,36537.89,36537.89,1061,576,42134.69,1.1,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+花海,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36533.78,36533.78,1061,576,31613.07,1.066,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+千岩,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36533.78,36533.78,1061,576,31613.07,1.066,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36533.78,36533.78,1061,576,31613.07,1.216,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36533.78,36533.78,1061,576,31613.07,1.216,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,楽団4,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36515.71,36515.71,1061,576,39195.69,0.95,0,80,0.85:2.39,,0.80:0.00,1.6
古祠の瓏(完凸),ファントム+花海,HP%+元素バフ+会心率,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.066,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+花海,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.066,0.15,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),ファントム+千岩,HP%+元素バフ+会心率,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.066,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+千岩,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.066,0.15,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心率,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.216,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.216,0,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心率,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.216,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,36482.1,36482.1,973,576,38666.67,1.216,0,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,楽団4,HP%+元素バフ+HP%,鍾離+白朮+万葉,36458.81,36458.81,1061,576,35521.94,1.066,0,80,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+HP%,フリーナ+鍾離+万葉,36416.28,36416.28,1061,576,39195.69,1.566,0.3,0,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36407.02,36407.02,1061,576,32347.82,1.566,0.3,0,0.85:2.39,,0.80:0.00,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36388.24,36388.24,973,576,45279.42,1.416,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36388.24,36388.24,973,576,45279.42,1.416,0,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,ファントム+花海,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36367.45,36367.45,1061,576,42134.69,0.95,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+千岩,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36367.45,36367.45,1061,576,42134.69,0.95,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36367.45,36367.45,1061,576,42134.69,1.1,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,千岩+沈淪,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,36367.45,36367.45,1061,576,42134.69,1.1,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,楽団4,HP%+HP%+HP%,鍾離+白朮+万葉,36341.64,36341.64,1061,576,42369.81,0.6,0,80,0.85:1.77,,0.80:0.00,1.6
久遠流転の大典,ファントム+沈淪,HP%+HP%+会心率,鍾離+白朮+万葉,36299.27,36299.27,1061,576,35521.94,0.75,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+花海,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36258.14,36258.14,1061,576,35286.82,1.416,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+千岩,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36258.14,36258.14,1061,576,35286.82,1.416,0.15,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36258.14,36258.14,1061,576,35286.82,1.566,0,0,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36258.14,36258.14,1061,576,35286.82,1.566,0,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),楽団4,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36251.61,36251.61,973,576,39401.42,1.416,0,160,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),楽団4,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36251.61,36251.61,973,576,39401.42,1.416,0,160,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+HP%,フリーナ+鍾離+万葉,36142.57,36142.57,1061,576,45073.69,1.416,0,0,0.85:1.77,,0.80:0.00,1.6
古祠の瓏(完凸),ファントム+花海,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.416,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+花海,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.416,0.15,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),ファントム+千岩,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.416,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+千岩,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.416,0.15,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.566,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.566,0,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.566,0,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36138.91,36138.91,973,576,42340.42,1.566,0,80,0.99:1.97,,0.57:0.47,1.6
久遠流転の大典,ファントム+沈淪,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,36129.94,36129.94,1061,576,35521.94,0.75,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+花海,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36089,36089,1061,576,35286.82,1.416,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+千岩,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36089,36089,1061,576,35286.82,1.416,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36089,36089,1061,576,35286.82,1.566,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,36089,36089,1061,576,35286.82,1.566,0,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,ファントム+沈淪,HP%+HP%+会心率,フリーナ+鍾離+万葉,36012.46,36012.46,1061,576,39195.69,1.1,0.15,0,1.00:2.04,,0.66:0.28,1.6
古祠の瓏(完凸),ファントム+沈淪,HP%+元素バフ+会心率,鍾離+白朮+万葉,35990.9,35990.9,973,576,35727.67,1.216,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+沈淪,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,35990.9,35990.9,973,576,35727.67,1.216,0.15,80,0.99:1.97,,0.57:0.47,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+会心率,鍾離+白朮+万葉,35912.15,35912.15,973,576,42575.54,0.6,0.15,80,1.00:2.33,,0.08:1.45,1.6
古祠の瓏(完凸),ファントム4,HP%+HP%+会心ダメージ,鍾離+白朮+万葉,35912.15,35912.15,973,576,42575.54,0.6,0.15,80,1.00:2.33,,0.39:0.83,1.6
久遠流転の大典,ファントム+沈淪,HP%+HP%+会心ダメージ,フリーナ+鍾離+万葉,35844.46,35844.46,1061,576,39195.69,1.1,0.15,0,0.85:2.39,,0.80:0.00,1.6
久遠流転の大典,楽団4,HP%+元素バフ+会心率,鍾離+白朮+万葉,35818.61,35818.61,1061,576,28674.07,1.066,0,80,1.00:2.04,,0.66:0.28,1.6
久遠流転の大典,ファントム+沈淪,HP%+元素バフ+HP%,鍾離+白朮+万葉,35816.03,35816.03,1061,576,35521.94,1.216,0.15,0,0.85:1.77,,0.80:0.00,1.6
サーフィンタイム,ファントム4,HP%+元素バフ+HP%,鍾離+白朮+万葉,35813.15,35813.15,1061,576,36109.74,1.066,0.63,0,1.00:2.09,,0.64:0.33,1.6
サーフィンタイム,ファントム4,HP%+元素バフ+HP%,フリーナ+鍾離+万葉,35694.23,35694.23,1061,576,39783.49,1.416,0.63,0,1.00:2.09,,0.64:0.33,1.6
久遠流転の大典,楽団4,HP%+元素バフ+会心ダメージ,鍾離+白朮+万葉,35651.52,35651.52,1061,576,28674.07,1.066,0,80,0.85:2.39,,0.80:0.00,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+HP%,フリーナ+鍾離+万葉,35629.95,35629.95,973,576,46249.29,1.566,0.3,80,0.83:1.66,,0.41:0.78,1.6
古祠の瓏(完凸),ファントム+沈淪,HP%+元素バフ+会心率,フリーナ+鍾離+万葉,35596.3,35596.3,973,576,39401.42,1.566,0.15,80,0.99:1.97,,0.26:1.09,1.6
古祠の瓏(完凸),ファントム+沈淪,HP%+元素バフ+会心ダメージ,フリーナ+鍾離+万葉,35596.3,35596.3,973,576,39401.42,1.566,0.15,80,0.99:1.97,,0.57:0.47,1.6
