武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
和璞鳶,ファントムハンター,防御%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,76397.06,1563.152,4792.736,0.936,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,HP%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,76397.06,1563.152,4798.671,0.936,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,元素熟知、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,76397.06,1563.152,4792.736,0.936,3.368,187,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,元チャ、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,76397.06,1563.152,4792.736,0.936,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,75977.24,2039.87,4792.736,0.936,3.1,0,1.00:2.10,2.10,a,0,0,0,0
死闘の槍(完凸、敵2以上),ファントムハンター,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,75323.87,2119.356,4792.736,0.35,3.662,0,1.00:2.66,2.66,a,0.02999997,0,0,0
千岩長槍(完凸),ファントムハンター,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74971.97,2457.072,4792.736,0.35,3.206,0,1.00:2.21,2.21,a,0.258,0,0,0
死闘の槍(完凸、敵2以上),ファントムハンター,攻撃%、元素バフ、攻撃%,フリーナ+鍾離+閑雲,74538.76,2119.356,4792.736,0.816,3.04,0,1.00:2.04,2.04,a,0.02999997,0,0,0
護摩,辰砂4,攻撃%、攻撃%、会心率,フリーナ+鍾離+閑雲,74314.41,2877.859,4795.283,0.35,2.870178,0,0.97:1.93,2.00,a,0.414,0,0,0
護摩,辰砂4,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74314.41,2877.859,4795.283,0.35,2.870178,0,0.97:1.93,2.00,a,0.725,0,0,0
護摩,しめ縄+剣闘士,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,74256.54,2144.797,4795.283,0.816,2.870178,0,0.97:1.93,2.00,a,0.414,0,0,0
護摩,しめ縄+剣闘士,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,74256.54,2144.797,4795.283,0.816,2.870178,0,0.97:1.93,2.00,a,0.725,0,0,0
和璞鳶,ファントムハンター,攻撃%、防御%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,攻撃%、HP%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4798.671,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,攻撃%、元素熟知、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,187,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,攻撃%、物理バフ、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,防御%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,HP%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4798.671,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,元素熟知、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,187,1.00:2.37,2.37,a,0.177,0,0,0
和璞鳶,ファントムハンター,元チャ、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,74143.26,2039.87,4792.736,0.47,3.368,0,1.00:2.37,2.37,a,0.177,0,0,0
死闘の槍(完凸、敵2以上),しめ縄+剣闘士,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73879.26,2034.238,4792.736,0.816,2.94242,0,0.99:1.97,2.00,a,0.3755,0,0,0
黒岩(完凸、平均),ファントムハンター,防御%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73720.52,1479.24,4792.736,0.816,3.477,0,1.00:2.48,2.48,a,0.398,0,0,0
黒岩(完凸、平均),ファントムハンター,HP%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73720.52,1479.24,4798.671,0.816,3.477,0,1.00:2.48,2.48,a,0.398,0,0,0
黒岩(完凸、平均),ファントムハンター,元素熟知、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73720.52,1479.24,4792.736,0.816,3.477,187,1.00:2.48,2.48,a,0.398,0,0,0
黒岩(完凸、平均),ファントムハンター,元チャ、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73720.52,1479.24,4792.736,0.816,3.477,0,1.00:2.48,2.48,a,0.398,0,0,0
和璞鳶,千岩4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,73661.24,2244.47,4795.283,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,千岩4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73661.24,2244.47,4795.283,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,辰砂4,攻撃%、元素バフ、攻撃%,フリーナ+鍾離+閑雲,73610.44,3191.768,4792.736,0.936,2.144584,0,0.76:1.51,2.00,a,0.2935,0,0,0
護摩,ファントムハンター,攻撃%、攻撃%、攻撃%,フリーナ+鍾離+閑雲,73600.12,2692.201,4795.283,0.35,2.966145,0,0.99:1.98,2.00,a,0.3895,0,0,0
千岩長槍(完凸),辰砂4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,73555.37,2634.388,4792.736,0.816,2.519025,0,0.87:1.74,2.00,a,0.1785,0,0,0
千岩長槍(完凸),辰砂4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73555.37,2634.388,4792.736,0.816,2.519025,0,0.87:1.74,2.00,a,0.4895,0,0,0
和璞鳶,辰砂4,防御%、元素バフ、会心率,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,辰砂4,防御%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,辰砂4,HP%、元素バフ、会心率,フリーナ+鍾離+閑雲,73547.56,2238.332,4798.671,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,辰砂4,HP%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73547.56,2238.332,4798.671,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,辰砂4,元素熟知、元素バフ、会心率,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,187,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,辰砂4,元素熟知、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,187,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,辰砂4,元チャ、元素バフ、会心率,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,辰砂4,元チャ、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73547.56,2238.332,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
旧貴族猟槍(完凸),ファントムハンター,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,73535.81,2329.112,4792.736,0.35,3.246,0,1.00:2.25,2.25,a,0.238,0,0,0
和璞鳶,砂上4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,73293.55,2039.87,4792.736,1.086,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,砂上4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73293.55,2039.87,4792.736,1.086,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,剣闘士4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,73282.3,2224.01,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,剣闘士4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73282.3,2224.01,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
和璞鳶,残響4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,73282.3,2224.01,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,残響4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,73282.3,2224.01,4792.736,0.936,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
黒岩(完凸、平均),ファントムハンター,防御%、元素バフ、会心率,フリーナ+鍾離+閑雲,73199.23,1479.24,4792.736,0.816,3.477,0,1.00:2.48,2.48,a,0.08700001,0,0,0
黒岩(完凸、平均),ファントムハンター,HP%、元素バフ、会心率,フリーナ+鍾離+閑雲,73199.23,1479.24,4798.671,0.816,3.477,0,1.00:2.48,2.48,a,0.08700001,0,0,0
黒岩(完凸、平均),ファントムハンター,元素熟知、元素バフ、会心率,フリーナ+鍾離+閑雲,73199.23,1479.24,4792.736,0.816,3.477,187,1.00:2.48,2.48,a,0.08700001,0,0,0
黒岩(完凸、平均),ファントムハンター,元チャ、元素バフ、会心率,フリーナ+鍾離+閑雲,73199.23,1479.24,4792.736,0.816,3.477,0,1.00:2.48,2.48,a,0.08700001,0,0,0
護摩,ファントムハンター,HP%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72994.63,1354.422,4801.218,0.816,3.588,0,1.00:2.59,2.59,a,0.398,0,0,0
護摩,ファントムハンター,防御%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72992.1,1354.315,4795.283,0.816,3.588,0,1.00:2.59,2.59,a,0.398,0,0,0
護摩,ファントムハンター,元素熟知、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72992.1,1354.315,4795.283,0.816,3.588,187,1.00:2.59,2.59,a,0.398,0,0,0
護摩,ファントムハンター,元チャ、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72992.1,1354.315,4795.283,0.816,3.588,0,1.00:2.59,2.59,a,0.398,0,0,0
千岩長槍(完凸),ファントムハンター,攻撃%、元素バフ、攻撃%,フリーナ+鍾離+閑雲,72961.98,2457.072,4792.736,0.816,2.605632,0,0.90:1.79,2.00,a,0.154,0,0,0
死闘の槍(完凸、敵2以上),しめ縄+剣闘士,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,72891.68,2034.238,4792.736,0.816,2.94242,0,0.99:1.97,2.00,a,0.0645,0,0,0
千岩長槍(完凸),ファントムハンター,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,72831.89,2031.148,4792.736,0.816,3.1,0,1.00:2.10,2.10,a,0,0,0,0
和璞鳶,ファントムハンター,攻撃%、攻撃%、会心率,フリーナ+鍾離+閑雲,72558.41,2516.588,4792.736,0.47,3.1,0,1.00:2.10,2.10,a,0,0,0,0
和璞鳶,しめ縄+剣闘士,攻撃%、攻撃%、会心率,フリーナ+鍾離+閑雲,72510.94,2884.868,4792.736,0.47,2.663488,0,0.91:1.82,2.00,a,0.138,0,0,0
和璞鳶,しめ縄+剣闘士,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,72510.94,2884.868,4792.736,0.47,2.663488,0,0.91:1.82,2.00,a,0.449,0,0,0
護摩,ファントムハンター,HP%、元素バフ、会心率,フリーナ+鍾離+閑雲,72493.61,1354.422,4801.218,0.816,3.588,0,1.00:2.59,2.59,a,0.08700001,0,0,0
護摩,ファントムハンター,防御%、元素バフ、会心率,フリーナ+鍾離+閑雲,72491.1,1354.315,4795.283,0.816,3.588,0,1.00:2.59,2.59,a,0.08700001,0,0,0
護摩,ファントムハンター,元素熟知、元素バフ、会心率,フリーナ+鍾離+閑雲,72491.1,1354.315,4795.283,0.816,3.588,187,1.00:2.59,2.59,a,0.08700001,0,0,0
護摩,ファントムハンター,元チャ、元素バフ、会心率,フリーナ+鍾離+閑雲,72491.1,1354.315,4795.283,0.816,3.588,0,1.00:2.59,2.59,a,0.08700001,0,0,0
黒岩(完凸、平均),しめ縄+剣闘士,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,72387.33,2188.774,4792.736,0.816,2.764381,0,0.94:1.88,2.00,a,0.38625,0,0,0
黒岩(完凸、平均),しめ縄+剣闘士,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72387.33,2188.774,4792.736,0.816,2.764381,0,0.94:1.88,2.00,a,0.69725,0,0,0
旧貴族猟槍(完凸),辰砂4,攻撃%、元素バフ、会心率,フリーナ+鍾離+閑雲,72380.75,2506.428,4792.736,0.816,2.554085,0,0.88:1.76,2.00,a,0.1685,0,0,0
旧貴族猟槍(完凸),辰砂4,攻撃%、元素バフ、会心ダメージ,フリーナ+鍾離+閑雲,72380.75,2506.428,4792.736,0.816,2.554085,0,0.88:1.76,2.00,a,0.4795,0,0,0
死闘の槍(完凸、敵2以上),辰砂4,攻撃%、攻撃%、会心ダメージ,フリーナ+鍾離+閑雲,72334.61,2649.336,4792.736,0.35,2.94242,0,0.99:1.97,2.00,a,0.3755,0,0,0
和璞鳶,ファントムハンター,攻撃%、元素バフ、防御%,フリーナ+鍾離+閑雲,72211.83,2039.87,4792.736,0.936,2.754065,0,0.94:1.87,2.00,a,0.1135,0,0,0
和璞鳶,ファントムハンター,攻撃%、元素バフ、HP%,フリーナ+鍾離+閑雲,72211.83,2039.87,4798.671,0.936,2.754065,0,0.94:1.87,2.00,a,0.1135,0,0,0
