武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
螭龍の剣(完凸),金メッキ4(同元素0),元素熟知、元素熟知、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,143475,2487.68,4791.419,0.85,2.422985,604,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),元素熟知、元素熟知、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,143475,2487.68,4791.419,0.85,2.422985,604,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),元素熟知、元素熟知、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,143306.7,2601.36,4791.419,0.85,2.422985,554,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),元素熟知、元素熟知、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,143306.7,2601.36,4791.419,0.85,2.422985,554,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),金メッキ4(同元素2),元素熟知、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,143268.3,2715.04,4791.419,1.316,1.946688,504,0.69:1.38,2,a,0.362,0,0,0
螭龍の剣(完凸),辰砂4,元素熟知、元素バフ、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,143154.4,3023.6,4791.419,1.316,2.422985,187,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),辰砂4,元素熟知、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,143154.4,3023.6,4791.419,1.316,2.422985,187,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、元素バフ、元素熟知,ベネット(西風、旧貴族)+閑雲+鍾離,143114.8,2866.072,4791.419,0.966,2.506848,187,0.87:1.74,2,a,0.182,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、元素バフ、攻撃%,ベネット(西風、旧貴族)+閑雲+鍾離,143114.8,2866.072,4791.419,0.966,2.506848,187,0.87:1.74,2,a,0.182,0,0,0
螭龍の剣(完凸),金メッキ4(同元素3),元素熟知、元素バフ、元素熟知,ベネット(西風、旧貴族)+閑雲+鍾離,142842.6,2828.72,4791.419,0.966,1.946688,454,0.69:1.38,2,a,0.362,0,0,0
螭龍の剣(完凸),金メッキ4(同元素2),元素熟知、元素熟知、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,142717.9,2715.04,4791.419,0.85,2.422985,504,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素2),元素熟知、元素熟知、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,142717.9,2715.04,4791.419,0.85,2.422985,504,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),火魔女,元素熟知、元素熟知、会心率,ベネット(西風、旧貴族)+閑雲+鍾離,142703.8,2487.68,4791.419,0.65,2.422985,374,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),火魔女,元素熟知、元素熟知、会心ダメージ,ベネット(西風、旧貴族)+閑雲+鍾離,142703.8,2487.68,4791.419,0.65,2.422985,374,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,142491.8,2866.072,4791.419,1.316,2.506848,187,0.87:1.74,2,a,0.182,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、元素バフ、攻撃%,フリーナ+ベネット(西風、旧貴族)+閑雲,142491.8,2866.072,4791.419,1.316,2.506848,187,0.87:1.74,2,a,0.182,0,0,0
螭龍の剣(完凸),金メッキ4(同元素3),元素熟知、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,142220.8,2828.72,4791.419,1.316,1.946688,454,0.69:1.38,2,a,0.362,0,0,0
葦海の標,金メッキ4(同元素2),元素熟知、元素バフ、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,141833.2,3267.2,4795.073,0.816,2.517282,317,0.87:1.74,2,a,0.179,0,0,0
葦海の標,金メッキ4(同元素2),元素熟知、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,141833.2,3267.2,4795.073,0.816,2.517282,317,0.87:1.74,2,a,0.49,0,0,0
葦海の標,ファントムハンター,元素熟知、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,141814.9,3012.4,4795.073,0.816,2.603841,374,0.90:1.79,2,a,0.1545,0,0,0
螭龍の剣(完凸),金メッキ4(同元素3),元素熟知、元素熟知、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,141674.4,2828.72,4791.419,0.85,2.422985,454,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素3),元素熟知、元素熟知、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,141674.4,2828.72,4791.419,0.85,2.422985,454,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),悠久4,元素熟知、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,141596.5,2487.68,4791.419,1.666,1.946688,374,0.69:1.38,2,a,0.362,0,0,0
葦海の標,火魔女,元素熟知、元素バフ、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,141310.1,3012.4,4795.073,0.966,2.517282,187,0.87:1.74,2,a,0.179,0,0,0
葦海の標,火魔女,元素熟知、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,141310.1,3012.4,4795.073,0.966,2.517282,187,0.87:1.74,2,a,0.49,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),攻撃%、元素バフ、会心率,ベネット(西風、旧貴族)+閑雲+鍾離,141305.3,2979.752,4791.419,0.966,2.422985,180,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),攻撃%、元素バフ、会心ダメージ,ベネット(西風、旧貴族)+閑雲+鍾離,141305.3,2979.752,4791.419,0.966,2.422985,180,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),攻撃%、元素バフ、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,140690.2,2979.752,4791.419,1.316,2.422985,180,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素1),攻撃%、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,140690.2,2979.752,4791.419,1.316,2.422985,180,0.84:1.69,2,a,0.5175,0,0,0
葦海の標,金メッキ4(同元素0),元素熟知、元素バフ、会心率,ベネット(西風、旧貴族)+閑雲+鍾離,140554.6,3012.4,4795.073,0.466,2.517282,417,0.87:1.74,2,a,0.179,0,0,0
葦海の標,金メッキ4(同元素0),元素熟知、元素バフ、会心ダメージ,ベネット(西風、旧貴族)+閑雲+鍾離,140554.6,3012.4,4795.073,0.466,2.517282,417,0.87:1.74,2,a,0.49,0,0,0
螭龍の剣(完凸),辰砂4,元素熟知、元素バフ、元素熟知,ベネット(西風、旧貴族)+閑雲+鍾離,140488.3,3023.6,4791.419,0.966,1.946688,374,0.69:1.38,2,a,0.362,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),攻撃%、元素バフ、元素熟知,ベネット(西風、旧貴族)+閑雲+鍾離,140337.1,2866.072,4791.419,0.966,1.946688,417,0.69:1.38,2,a,0.362,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),元素熟知、元素バフ、攻撃%,ベネット(西風、旧貴族)+閑雲+鍾離,140337.1,2866.072,4791.419,0.966,1.946688,417,0.69:1.38,2,a,0.362,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),元素熟知、元素バフ、会心率,フリーナ+閑雲+鍾離,139986.5,1480.28,4791.419,1.316,2.422985,417,0.84:1.69,2,a,0.2065,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),元素熟知、元素バフ、会心ダメージ,フリーナ+閑雲+鍾離,139986.5,1480.28,4791.419,1.316,2.422985,417,0.84:1.69,2,a,0.5175,0,0,0
螭龍の剣(完凸),辰砂4,元素熟知、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,139876.7,3023.6,4791.419,1.316,1.946688,374,0.69:1.38,2,a,0.362,0,0,0
葦海の標,ファントムハンター,元素熟知、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,139809.3,3012.4,4795.073,0.816,3.204,187,1.00:2.20,2.2,a,0.259,0,0,0
赤角石塵滅砕,金メッキ4(同元素0),元素熟知、元素バフ、会心率,フリーナ+ベネット(西風、旧貴族)+閑雲,139751,2540.16,4791.419,0.816,2.714952,417,0.93:1.85,2,a,0.565,0,0,0
赤角石塵滅砕,金メッキ4(同元素0),元素熟知、元素バフ、会心ダメージ,フリーナ+ベネット(西風、旧貴族)+閑雲,139751,2540.16,4791.419,0.816,2.7034,417,0.85:2.00,2.36,a,0.8,0,0,0
螭龍の剣(完凸),金メッキ4(同元素0),攻撃%、元素バフ、元素熟知,フリーナ+ベネット(西風、旧貴族)+閑雲,139726.2,2866.072,4791.419,1.316,1.946688,417,0.69:1.38,2,a,0.362,0,0,0
