武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93847,3844,20332,1.786,2.850888,287,2.208852,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93847,3844,20332,1.786,2.850888,287,2.208852,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93821,4537,27330,1.736,2.645298,517,2.623718,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93791,4665,27330,2.236,2.58264,287,2.208852,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93578,3371,27330,1.856,2.735384,474,2.553895,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93252,4537,27330,1.541,2.793618,287,2.658852,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93246,4224,23442,1.286,2.645298,517,2.623718,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93112,4936,30690,1.32,2.645298,287,2.208852,0.91:1.81,,0.55:0.27,0,0,1.36
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93070,3912,20332,1.286,2.850888,517,2.623718,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93070,3912,20332,1.286,2.850888,517,2.623718,0.96:1.92,,0.16:1.04,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93062,4237,24220,1.77,2.850888,474,2.553895,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93062,4237,24220,1.77,2.850888,474,2.553895,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92836,4808,30690,1.286,2.645298,330,2.294798,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92826,4665,27330,1.77,2.58264,474,2.553895,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92819,4673,23442,1.486,2.645298,287,2.208852,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92764,4537,27330,1.42,2.735384,661,2.836325,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92761,4224,23442,1.511,2.58264,287,2.433852,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92689,4665,27330,1.35,2.793618,474,2.778895,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92669,4352,23442,1.32,2.58264,474,2.553895,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92624,5121,34578,1.736,2.645298,330,2.294798,0.91:1.81,,0.55:0.27,0,0,1.36
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92600,4155,24220,1.736,2.850888,517,2.623718,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92600,4155,24220,1.736,2.850888,517,2.623718,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92528,5250,34578,1.77,2.645298,287,2.208852,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,ファントム4,元素熟知+炎バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92471,4870,27330,1.886,2.735384,287,2.208852,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92233,3499,27330,1.786,2.793618,287,2.433852,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92209,3955,34578,1.39,3.174,287,2.208852,1.00:2.17,,0.68:0.01,0,0,1.36
護摩,ファントム4,HP%+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92209,3955,34578,1.39,3.174,287,2.208852,1.00:2.17,,0.37:0.63,0,0,1.36
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91998,4537,27330,1.541,2.75608,287,2.658852,0.81:2.17,,0.68:0.00,0,0,1.36
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),91957,4537,27330,1.961,2.58264,287,2.433852,0.73:2.17,,0.68:0.00,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91885,3764,20332,1.786,2.850888,287,2.208852,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91885,3764,20332,1.786,2.850888,287,2.208852,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91880,3955,34578,1.39,2.735384,474,2.553895,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91718,4352,23442,1.786,2.12858,474,2.553895,0.73:1.55,,0.68:0.00,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91648,4088,24220,1.816,3.004,287,2.433852,1.00:2.00,,0.43:0.50,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91648,4088,24220,1.816,3.004,287,2.433852,1.00:2.00,,0.12:1.12,0,0,1.36
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),91598,4537,27330,1.736,2.58264,517,2.623718,0.73:2.17,,0.68:0.00,0,0,1.36
和璞鳶,ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),91586,4134,24220,2.006,3.064,287,2.208852,1.00:2.06,,0.40:0.56,0,0,1.36
和璞鳶,ファントム4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),91586,4134,24220,2.006,3.064,287,2.208852,1.00:2.06,,0.09:1.18,0,0,1.36
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91444,4665,27330,1.35,2.75608,474,2.778895,0.81:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91344,5250,34578,1.35,2.793618,287,2.433852,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91212,3499,27330,2.206,2.645298,287,2.208852,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91204,4539,41825,1.39,2.735384,287,2.208852,0.93:1.86,,0.52:0.32,0,0,1.36
赤砂の杖(スキル命中1),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),91077,4121,24220,1.42,3.284,474,2.553895,1.00:2.28,,0.29:0.78,0,0,1.36
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),91064,4537,27330,1.316,2.793618,517,2.848718,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),91037,4224,23442,1.286,2.58264,517,2.623718,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90994,3499,27330,1.786,2.75608,287,2.433852,0.81:2.17,,0.68:0.00,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90981,3994,20332,1.786,2.300884,474,2.553895,0.81:1.61,,0.32:0.73,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90967,4083,34578,1.74,2.645298,287,2.208852,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),90920,5121,34578,1.316,2.793618,330,2.519798,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90906,4936,30690,1.32,2.58264,287,2.208852,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90866,3371,27330,1.39,3.174,474,2.553895,1.00:2.17,,0.68:0.01,0,0,1.36
護摩,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90866,3371,27330,1.39,3.174,474,2.553895,1.00:2.17,,0.37:0.63,0,0,1.36
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90844,5705,41825,1.42,2.735384,287,2.208852,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,ファントム4,HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90817,5121,34578,1.886,3.174,100,1.777778,1.00:2.17,,0.68:0.01,0,0,1.36
護摩,ファントム4,HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90817,5121,34578,1.886,3.174,100,1.777778,1.00:2.17,,0.37:0.63,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90754,3861,20332,1.32,2.850888,474,2.553895,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90754,3861,20332,1.32,2.850888,474,2.553895,0.96:1.92,,0.16:1.04,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90710,4088,24220,2.236,2.850888,287,2.208852,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90710,4088,24220,2.236,2.850888,287,2.208852,0.96:1.92,,0.16:1.04,0,0,1.36
赤砂の杖(スキル命中1),ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90709,4574,31467,1.42,2.946365,474,2.553895,0.99:1.97,,0.14:1.09,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90637,4808,30690,1.286,2.58264,330,2.294798,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90620,4673,23442,1.486,2.58264,287,2.208852,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90617,4537,27330,1.495,2.645298,474,2.778895,0.91:1.81,,0.55:0.27,0,0,1.36
赤砂の杖(スキル命中1),ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90530,3971,24220,1.886,3.284,287,2.208852,1.00:2.28,,0.29:0.78,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),90521,4237,24220,1.35,3.004,474,2.778895,1.00:2.00,,0.43:0.50,0,0,1.36
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),90521,4237,24220,1.35,3.004,474,2.778895,1.00:2.00,,0.12:1.12,0,0,1.36
赤砂の杖(スキル命中1),ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90502,4425,31467,1.886,2.946365,287,2.208852,0.99:1.97,,0.14:1.09,0,0,1.36
護摩,ファントム4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),90459,3692,27330,1.556,3.174,287,2.208852,1.00:2.17,,0.68:0.01,0,0,1.36
護摩,ファントム4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),90459,3692,27330,1.556,3.174,287,2.208852,1.00:2.17,,0.37:0.63,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90430,5121,34578,1.736,2.58264,330,2.294798,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90396,3955,34578,1.706,2.645298,330,2.294798,0.91:1.81,,0.55:0.27,0,0,1.36
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90372,3728,20332,1.511,2.850888,287,2.433852,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90372,3728,20332,1.511,2.850888,287,2.433852,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90336,5250,34578,1.77,2.58264,287,2.208852,0.73:2.17,,0.68:0.00,0,0,1.36
護摩,ファントム4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),90293,4276,34578,1.556,2.735384,287,2.208852,0.93:1.86,,0.52:0.32,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90147,4104,24220,1.77,2.850888,474,2.553895,0.96:1.92,,0.47:0.42,0,0,1.36
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),90147,4104,24220,1.77,2.850888,474,2.553895,0.96:1.92,,0.16:1.04,0,0,1.36
護摩,ファントム4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),90136,3692,27330,1.556,2.735384,474,2.553895,0.93:1.86,,0.52:0.32,0,0,1.36
護摩,しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),90131,3499,27330,1.74,2.645298,474,2.553895,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),90117,5250,34578,1.35,2.75608,287,2.433852,0.81:2.17,,0.68:0.00,0,0,1.36
護摩,しめ縄4,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),90071,5250,34578,1.816,2.793618,100,2.002778,0.95:1.89,,0.51:0.35,0,0,1.36
護摩,しめ縄4,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),89993,4936,30690,1.786,2.645298,100,1.777778,0.91:1.81,,0.55:0.27,0,0,1.36
護摩,ファントム4,元素熟知+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),89974,4870,27330,1.42,3.174,287,2.208852,1.00:2.17,,0.68:0.01,0,0,1.36
護摩,ファントム4,元素熟知+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),89974,4870,27330,1.42,3.174,287,2.208852,1.00:2.17,,0.37:0.63,0,0,1.36
護摩,しめ縄4,HP%+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),89973,4936,30690,1.786,2.12858,287,2.208852,0.73:1.55,,0.68:0.00,0,0,1.36
