武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),82286,4237,24220,1.77,2.520768,474,2.553895,0.87:1.74,,0.07:0.86,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),82189,4936,30690,1.32,2.334978,287,2.208852,0.82:1.63,,0.46:0.09,0,0,1
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81945,4808,30690,1.286,2.334978,330,2.294798,0.82:1.63,,0.46:0.09,0,0,1
護摩,ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81941,4537,27330,1.42,2.416245,661,2.836325,0.84:1.68,,0.43:0.14,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81930,4673,23442,1.486,2.334978,287,2.208852,0.82:1.63,,0.46:0.09,0,0,1
護摩,しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),81915,4665,27330,1.35,2.468898,474,2.778895,0.86:1.71,,0.42:0.17,0,0,1
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81877,4155,24220,1.736,2.520768,517,2.623718,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81877,4155,24220,1.736,2.520768,517,2.623718,0.87:1.74,,0.07:0.86,0,0,1
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81758,5121,34578,1.736,2.334978,330,2.294798,0.82:1.63,,0.46:0.09,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81705,4352,23442,1.786,2.1924,287,2.208852,0.55:2.17,,0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+炎バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81683,4870,27330,1.886,2.416245,287,2.208852,0.84:1.68,,0.43:0.14,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81674,5250,34578,1.77,2.334978,287,2.208852,0.82:1.63,,0.46:0.09,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81513,3499,27330,1.786,2.468898,287,2.433852,0.86:1.71,,0.42:0.17,0,0,1
死闘の槍(R5、敵1のみ),ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81325,3865,24220,1.886,3.031,287,2.208852,1.00:2.03,,0.24:0.53,0,0,1
護摩,ファントム4,攻撃%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81299,4870,27330,1.886,2.988018,100,1.777778,1.00:1.99,,0.28:0.45,0,0,1
護摩,ファントム4,元素熟知+攻撃%+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81288,3703,27330,1.39,2.988018,287,2.208852,1.00:1.99,,0.28:0.45,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),81260,4088,24220,1.816,2.663488,287,2.433852,0.91:1.82,,0.34:0.32,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),81260,4088,24220,1.816,2.663488,287,2.433852,0.91:1.82,,0.03:0.94,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81245,3764,20332,1.786,2.520768,287,2.208852,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81245,3764,20332,1.786,2.520768,287,2.208852,0.87:1.74,,0.07:0.86,0,0,1
護摩,ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),81161,3955,34578,1.39,2.416245,474,2.553895,0.84:1.68,,0.43:0.14,0,0,1
護摩,ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),81121,3371,27330,1.886,3.14632,287,2.433852,0.99:2.17,,0.50:0.00,0,0,1
和璞鳶,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81030,4134,24220,1.54,2.774728,474,2.553895,0.94:1.88,,0.31:0.38,0,0,1
和璞鳶,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),81030,4134,24220,1.54,2.774728,474,2.553895,0.94:1.88,,0.00:1.00,0,0,1
護摩,ファントム4,攻撃%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80887,4870,27330,1.886,2.97288,100,1.777778,0.91:2.17,,0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+攻撃%+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80876,3703,27330,1.39,2.97288,287,2.208852,0.91:2.17,,0.50:0.00,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),80727,5250,34578,1.35,2.468898,287,2.433852,0.86:1.71,,0.42:0.17,0,0,1
護摩,ファントム4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),80650,4276,34578,1.09,2.988018,287,2.208852,1.00:1.99,,0.28:0.45,0,0,1
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80563,4539,41825,1.39,2.416245,287,2.208852,0.84:1.68,,0.43:0.14,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80512,3499,27330,2.206,2.334978,287,2.208852,0.82:1.63,,0.46:0.09,0,0,1
護摩,ファントム4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),80510,3692,27330,1.09,2.988018,474,2.553895,1.00:1.99,,0.28:0.45,0,0,1
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),80479,4537,27330,1.316,2.468898,517,2.848718,0.86:1.71,,0.42:0.17,0,0,1
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),80352,5121,34578,1.316,2.468898,330,2.519798,0.86:1.71,,0.42:0.17,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80296,4083,34578,1.74,2.334978,287,2.208852,0.82:1.63,,0.46:0.09,0,0,1
赤砂の杖(スキル命中1),ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80275,4574,31467,1.42,2.607424,474,2.553895,0.90:1.79,,0.05:0.91,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),80260,4237,24220,1.35,2.663488,474,2.778895,0.91:1.82,,0.34:0.32,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),80260,4237,24220,1.35,2.663488,474,2.778895,0.91:1.82,,0.03:0.94,0,0,1
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80245,5705,41825,1.42,2.416245,287,2.208852,0.84:1.68,,0.43:0.14,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80245,3861,20332,1.32,2.520768,474,2.553895,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80245,3861,20332,1.32,2.520768,474,2.553895,0.87:1.74,,0.07:0.86,0,0,1
護摩,ファントム4,HP%+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),80241,4276,34578,1.09,2.97288,287,2.208852,0.91:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80206,4088,24220,2.236,2.520768,287,2.208852,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80206,4088,24220,2.236,2.520768,287,2.208852,0.87:1.74,,0.07:0.86,0,0,1
護摩,ファントム4,HP%+HP%+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80185,4539,41825,1.39,2.988018,100,1.777778,1.00:1.99,,0.28:0.45,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),80141,3994,20332,1.786,2.026745,474,2.553895,0.72:1.43,,0.23:0.55,0,0,1
護摩,ファントム4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),80102,3692,27330,1.09,2.97288,474,2.553895,0.91:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),80091,4425,31467,1.886,2.607424,287,2.208852,0.90:1.79,,0.05:0.91,0,0,1
護摩,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79986,4537,27330,1.495,2.334978,474,2.778895,0.82:1.63,,0.46:0.09,0,0,1
赤砂の杖(スキル命中1),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79983,4121,24220,1.42,2.884,474,2.553895,1.00:1.88,,0.00:1.00,0,0,1
赤砂の杖(スキル命中1),ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79949,4425,31467,1.42,3.104,287,2.208852,1.00:2.10,,0.20:0.60,0,0,1
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),79907,3728,20332,1.511,2.520768,287,2.433852,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),79907,3728,20332,1.511,2.520768,287,2.433852,0.87:1.74,,0.07:0.86,0,0,1
護摩,ファントム4,HP%+HP%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79868,5705,41825,1.42,2.988018,100,1.777778,1.00:1.99,,0.28:0.45,0,0,1
護摩,ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),79811,3955,34578,1.42,3.14632,287,2.433852,0.99:2.17,,0.50:0.00,0,0,1
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),79792,3955,34578,1.706,2.334978,330,2.294798,0.82:1.63,,0.46:0.09,0,0,1
護摩,ファントム4,HP%+HP%+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),79778,4539,41825,1.39,2.97288,100,1.777778,0.91:2.17,,0.50:0.00,0,0,1
護摩,ファントム4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),79758,4276,34578,1.556,2.416245,287,2.208852,0.84:1.68,,0.43:0.14,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),79727,4352,23442,1.786,1.8503,474,2.553895,0.55:1.55,,0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79708,4104,24220,1.77,2.520768,474,2.553895,0.87:1.74,,0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),79708,4104,24220,1.77,2.520768,474,2.553895,0.87:1.74,,0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),79662,4007,24220,1.816,2.663488,287,2.433852,0.91:1.82,,0.34:0.32,0,0,1
