武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),192374,2984,24220,2.13,2.774728,474,2.778895,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),192374,2984,24220,2.13,2.774728,474,2.778895,0.94:1.88,,0.00:1.00,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),190981,3371,27330,2.596,2.573538,287,2.433852,0.89:1.77,,0.39:0.23,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),189861,2984,24220,2.55,2.627208,474,2.553895,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),189861,2984,24220,2.55,2.627208,474,2.553895,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),189798,3371,27330,2.13,2.573538,474,2.778895,0.89:1.77,,0.39:0.23,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),189538,3057,23442,2.1,2.32248,474,2.553895,0.61:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),189513,3032,20332,1.8,2.627208,474,2.553895,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),189513,3032,20332,1.8,2.627208,474,2.553895,0.90:1.80,,0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),188799,2834,24220,2.596,2.774728,287,2.433852,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),188799,2834,24220,2.596,2.774728,287,2.433852,0.94:1.88,,0.00:1.00,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),188573,3057,23442,2.566,2.32248,287,2.208852,0.61:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),188269,2741,20332,2.566,2.114525,474,2.553895,0.75:1.49,,0.20:0.61,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),188211,3641,30690,2.1,2.434818,287,2.208852,0.85:1.69,,0.43:0.15,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),188165,2851,24220,2.13,2.774728,474,2.778895,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),188165,2851,24220,2.13,2.774728,474,2.778895,0.94:1.88,,0.00:1.00,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),187225,3379,23442,2.266,2.434818,287,2.208852,0.85:1.69,,0.43:0.15,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),187173,3371,27330,2.55,2.434818,474,2.553895,0.85:1.69,,0.43:0.15,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),186510,2883,20332,2.266,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),186510,2883,20332,2.266,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),186435,2890,20332,2.1,2.114525,661,2.836325,0.75:1.49,,0.20:0.61,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),186235,2754,24220,2.596,2.774728,287,2.433852,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),186235,2754,24220,2.596,2.774728,287,2.433852,0.94:1.88,,0.00:1.00,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),186188,2525,20332,2.1,2.498181,474,2.553895,0.87:1.73,,0.39:0.23,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),186188,2525,20332,2.1,2.498181,474,2.553895,0.87:1.73,,0.08:0.85,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185707,2851,24220,2.55,2.627208,474,2.553895,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185707,2851,24220,2.55,2.627208,474,2.553895,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185585,3379,23442,1.8,2.434818,474,2.553895,0.85:1.69,,0.43:0.15,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185399,2899,20332,1.8,2.627208,474,2.553895,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185399,2899,20332,1.8,2.627208,474,2.553895,0.90:1.80,,0.04:0.92,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),185240,2525,20332,2.566,2.498181,287,2.208852,0.87:1.73,,0.39:0.23,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+炎バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),185240,2525,20332,2.566,2.498181,287,2.208852,0.87:1.73,,0.08:0.85,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),185221,3371,27330,2.596,2.49592,287,2.433852,0.69:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),185059,3045,27579,2.1,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),185059,3045,27579,2.1,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),184074,3371,27330,2.13,2.49592,474,2.778895,0.69:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),183998,2802,20332,2.266,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),183998,2802,20332,2.266,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),183977,2608,20332,2.566,2.114525,474,2.553895,0.75:1.49,,0.20:0.61,0,0,1
死闘の槍(R5、敵2以上),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),183213,2435,20332,2.1,2.498181,474,2.553895,0.87:1.73,,0.39:0.23,0,0,1
死闘の槍(R5、敵2以上),長き夜の誓い4,元素熟知+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),183213,2435,20332,2.1,2.498181,474,2.553895,0.87:1.73,,0.08:0.85,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),183135,3371,27330,3.016,2.434818,287,2.208852,0.85:1.69,,0.43:0.15,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,HP%+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),182632,2964,27579,2.1,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,HP%+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),182632,2964,27579,2.1,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),182411,3057,23442,2.566,1.94306,474,2.553895,0.61:1.55,,0.50:0.00,0,0,1
死闘の槍(R5、敵2以上),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),182280,2435,20332,2.566,2.498181,287,2.208852,0.87:1.73,,0.39:0.23,0,0,1
死闘の槍(R5、敵2以上),長き夜の誓い4,元素熟知+炎バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),182280,2435,20332,2.566,2.498181,287,2.208852,0.87:1.73,,0.08:0.85,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),181280,3955,34578,2.13,2.573538,287,2.433852,0.89:1.77,,0.39:0.23,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),181184,2834,24220,3.016,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),181184,2834,24220,3.016,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+攻撃%+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),181174,3390,23442,2.1,2.434818,287,2.208852,0.85:1.69,,0.43:0.15,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),180658,2705,20332,2.1,2.114525,661,2.836325,0.75:1.49,,0.20:0.61,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+攻撃%+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),180477,2893,20332,2.1,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+攻撃%+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),180477,2893,20332,2.1,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
和璞鳶,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),179823,2695,20332,2.22,2.254528,474,2.553895,0.79:1.58,,0.46:0.08,0,0,1
和璞鳶,長き夜の誓い4,元素熟知+元素熟知+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),179823,2695,20332,2.22,2.254528,474,2.553895,0.79:1.58,,0.15:0.70,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),179528,3641,30690,2.1,2.32248,287,2.208852,0.61:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),178723,2754,24220,3.016,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),178723,2754,24220,3.016,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),178587,3379,23442,2.266,2.32248,287,2.208852,0.61:2.17,,0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),178537,3371,27330,2.55,2.32248,474,2.553895,0.61:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),178197,2984,24220,2.596,2.237164,474,2.778895,0.79:1.57,,0.16:0.69,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+攻撃%+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),178050,2813,20332,2.1,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+攻撃%+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),178050,2813,20332,2.1,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
和璞鳶,長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),178036,2695,20332,2.686,2.254528,287,2.208852,0.79:1.58,,0.46:0.08,0,0,1
和璞鳶,長き夜の誓い4,元素熟知+炎バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),178036,2695,20332,2.686,2.254528,287,2.208852,0.79:1.58,,0.15:0.70,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),177916,3032,20332,2.266,2.114525,474,2.553895,0.75:1.49,,0.20:0.61,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),177606,2768,24220,2.596,2.639861,287,2.433852,0.91:1.81,,0.35:0.31,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),177606,2768,24220,2.596,2.639861,287,2.433852,0.91:1.81,,0.04:0.93,0,0,1
匣中滅龍(R5),長き夜の誓い4,元素熟知+炎バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),177100,2256,20332,2.926,1.928885,508,2.609364,0.68:1.36,,0.26:0.48,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),177022,3379,23442,1.8,2.32248,474,2.553895,0.61:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),176934,3288,31467,2.13,2.774728,287,2.433852,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),176934,3288,31467,2.13,2.774728,287,2.433852,0.94:1.88,,0.00:1.00,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),176539,3955,34578,2.55,2.434818,287,2.208852,0.85:1.69,,0.43:0.15,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),176507,2768,24220,2.13,2.639861,474,2.778895,0.91:1.81,,0.35:0.31,0,0,1
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),176507,2768,24220,2.13,2.639861,474,2.778895,0.91:1.81,,0.04:0.93,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),176418,3194,27579,2.1,2.114525,474,2.553895,0.75:1.49,,0.20:0.61,0,0,1
匣中滅龍(R5),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),176161,2256,20332,2.926,1.91866,508,2.609364,0.61:1.51,,0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+元素熟知,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑4)+夜蘭(終焉、9秒平均),176110,3057,23442,2.1,1.94306,661,2.836325,0.61:1.55,,0.50:0.00,0,0,1
