武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
死闘の槍(R5、敵1のみ),長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220752,2768,24220,2.596,2.639861,287,2.433852,0.91:1.81,,0.04:0.93,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220641,3032,20332,2.266,2.114525,474,2.553895,0.75:1.49,,0.20:0.61,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220466,2968,24220,2.05,2.627208,474,2.553895,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220466,2968,24220,2.05,2.627208,474,2.553895,0.90:1.80,,0.04:0.92,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220365,2851,24220,1.55,3.164,474,2.553895,1.00:2.16,,0.17:0.66,0,0,1
護摩,ファントム4,元素熟知+攻撃%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),220082,3703,27330,1.55,3.10296,287,2.208852,0.97:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219982,3288,31467,2.13,2.774728,287,2.433852,0.94:1.88,,0.31:0.38,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219982,3288,31467,2.13,2.774728,287,2.433852,0.94:1.88,,0.00:1.00,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219801,2951,24220,2.516,2.627208,287,2.208852,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219801,2951,24220,2.516,2.627208,287,2.208852,0.90:1.80,,0.04:0.92,0,0,1
護摩,長き夜の誓い4,元素熟知+攻撃%+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219747,3703,27330,2.13,2.573538,287,2.433852,0.89:1.77,,0.39:0.23,0,0,1
護摩,ファントム4,HP%+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219691,3955,34578,2.016,3.10296,100,1.777778,0.97:2.17,,0.50:0.00,0,0,1
赤砂の杖(スキル命中0),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219464,2874,24220,2.016,2.627208,517,2.623718,0.90:1.80,,0.35:0.30,0,0,1
赤砂の杖(スキル命中0),金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219464,2874,24220,2.016,2.627208,517,2.623718,0.90:1.80,,0.04:0.92,0,0,1
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),219114,3955,34578,2.016,2.434818,330,2.294798,0.85:1.69,,0.43:0.15,0,0,1
