武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
護摩,火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),103089,4224,23442,1.511,2.870178,287,2.433852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),102986,4352,23442,1.32,2.870178,474,2.553895,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),102972,3955,34578,1.856,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
赤砂の杖(スキル命中1),ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),102297,4121,24220,1.886,3.093,474,2.553895,1.00:2.09,,0.20:1.21,0,0,1.6
護摩,ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),102235,5121,34578,1.42,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),102195,4537,27330,1.961,2.870178,287,2.433852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),102176,4665,27330,1.77,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),102105,4224,23442,1.511,2.8428,287,2.433852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),102004,4352,23442,1.32,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),101796,4537,27330,1.736,2.870178,517,2.623718,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),101472,3371,27330,1.856,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),101221,4537,27330,1.961,2.8428,287,2.433852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),101173,4224,23442,1.286,2.870178,517,2.623718,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),101028,4936,30690,1.32,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100825,4537,27330,1.736,2.8428,517,2.623718,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100728,4808,30690,1.286,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100710,4673,23442,1.486,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),100683,4537,27330,1.541,3.01624,287,2.658852,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),100608,4537,27330,1.541,3.014,287,2.658852,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100590,4537,27330,1.42,2.966145,661,2.836325,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100585,4537,27330,1.42,3.294,474,2.553895,1.00:2.29,,0.74:0.13,0,0,1.6
護摩,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100585,4537,27330,1.42,3.294,474,2.553895,1.00:2.29,,0.43:0.75,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100498,5121,34578,1.736,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100394,5250,34578,1.77,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),100272,4870,27330,1.886,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100232,3994,20332,1.32,3.044,474,2.553895,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100232,3994,20332,1.32,3.044,474,2.553895,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100208,4224,23442,1.286,2.8428,517,2.623718,0.85:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100204,3844,20332,1.786,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100204,3844,20332,1.786,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),100075,4665,27330,1.35,3.01624,474,2.778895,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),100064,4936,30690,1.32,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),100001,4665,27330,1.35,3.014,474,2.778895,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99839,4352,23442,1.786,2.317065,474,2.553895,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99767,4808,30690,1.286,2.8428,330,2.294798,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99749,4673,23442,1.486,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99631,3955,34578,1.39,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99583,3499,27330,1.786,3.01624,287,2.433852,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99539,5121,34578,1.736,2.8428,330,2.294798,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99509,3499,27330,1.786,3.014,287,2.433852,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99436,5250,34578,1.77,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99374,3912,20332,1.286,3.044,517,2.623718,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),99374,3912,20332,1.286,3.044,517,2.623718,1.00:2.04,,0.22:1.16,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99365,4237,24220,1.77,3.044,474,2.553895,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99365,4237,24220,1.77,3.044,474,2.553895,1.00:2.04,,0.22:1.16,0,0,1.6
赤砂の杖(スキル命中0),ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),99003,3988,24220,1.886,3.093,474,2.553895,1.00:2.09,,0.20:1.21,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98966,3499,27330,2.206,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98920,3994,20332,1.786,2.501645,474,2.553895,0.87:1.73,,0.38:0.85,0,0,1.6
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98898,4539,41825,1.39,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98872,4155,24220,1.736,3.044,517,2.623718,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98872,4155,24220,1.736,3.044,517,2.623718,1.00:2.04,,0.22:1.16,0,0,1.6
赤砂の杖(スキル命中1),ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98724,4270,24220,1.42,3.093,661,2.836325,1.00:2.09,,0.20:1.21,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98700,4083,34578,1.74,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98623,5250,34578,1.35,3.01624,287,2.433852,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98550,5250,34578,1.35,3.014,287,2.433852,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,ファントム4,HP%+HP%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98508,5705,41825,1.42,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98320,4537,27330,1.495,2.870178,474,2.778895,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98320,4537,27330,1.316,3.01624,517,2.848718,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98247,4537,27330,1.316,3.014,517,2.848718,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98196,5121,34578,1.42,3.294,287,2.208852,1.00:2.29,,0.74:0.13,0,0,1.6
護摩,ファントム4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),98196,5121,34578,1.42,3.294,287,2.208852,1.00:2.29,,0.43:0.75,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98165,5121,34578,1.316,3.01624,330,2.519798,0.93:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98109,3764,20332,1.786,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98109,3764,20332,1.786,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),98092,5121,34578,1.316,3.014,330,2.519798,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98081,3955,34578,1.706,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),98022,3499,27330,2.206,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97940,4936,30690,1.786,2.317065,287,2.208852,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,ファントム4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),97910,4276,34578,1.556,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97793,3499,27330,1.74,2.870178,474,2.553895,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97759,4083,34578,1.74,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),97740,3692,27330,1.556,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97644,4936,30690,1.786,2.870178,100,1.777778,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97464,3371,27330,1.856,3.294,287,2.208852,1.00:2.29,,0.74:0.13,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97464,3371,27330,1.856,3.294,287,2.208852,1.00:2.29,,0.43:0.75,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),97412,4665,27330,1.816,2.450104,474,2.778895,0.85:1.70,,0.72:0.16,0,0,1.6
護摩,火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97382,4537,27330,1.495,2.8428,474,2.778895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97291,4665,27330,2.236,2.317065,474,2.553895,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),97249,5250,34578,1.816,3.01624,100,2.002778,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム4,元素熟知+元素熟知+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97216,4870,27330,1.42,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,火魔女4(1),HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97199,5121,34578,1.495,2.870178,287,2.433852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム+金メッキ,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97197,4224,23442,1.436,2.870178,367,2.365403,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女+金メッキ,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97197,4224,23442,1.436,2.870178,367,2.365403,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),97176,5250,34578,1.816,3.014,100,2.002778,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),97145,3955,34578,1.706,2.8428,330,2.294798,0.85:2.17,,0.80:0.00,0,0,1.6
匣中滅龍(R5),ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97079,3596,24220,2.246,2.926685,508,2.609364,0.98:1.96,,0.57:0.46,0,0,1.6
匣中滅龍(R5),ファントム4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),97079,3596,24220,2.246,2.926685,508,2.609364,0.98:1.96,,0.26:1.08,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96901,3861,20332,1.32,3.044,474,2.553895,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96901,3861,20332,1.32,3.044,474,2.553895,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96860,3499,27330,1.74,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),96854,4088,24220,2.236,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),96854,4088,24220,2.236,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,ファントム+金メッキ,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),96806,4537,27330,1.886,2.870178,367,2.365403,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女+金メッキ,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),96806,4537,27330,1.886,2.870178,367,2.365403,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96770,4083,34578,1.32,3.01624,287,2.433852,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96712,4936,30690,1.786,2.8428,100,1.777778,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96698,4083,34578,1.32,3.014,287,2.433852,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96562,4808,30690,1.511,2.870178,100,2.002778,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96493,3728,20332,1.511,3.044,287,2.433852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96493,3728,20332,1.511,3.044,287,2.433852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+攻撃%,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),96426,3703,27330,1.856,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
